ReleaseDate,Actual,Forecast,Previous
2005-04-01,135000.0,,239000.0
2005-03-04,239000.0,,134000.0
2005-02-04,134000.0,,129000.0
2005-01-07,129000.0,,64000.0
2004-12-03,64000.0,,345000.0
2004-11-05,345000.0,,162000.0
2004-10-08,162000.0,,132000.0
2004-09-03,132000.0,,33000.0
2004-08-06,33000.0,,74000.0
2004-07-02,74000.0,,308000.0
2004-06-04,308000.0,,248000.0
2004-05-07,248000.0,,331000.0
2004-04-02,331000.0,,46000.0
2004-03-05,46000.0,,160000.0
2004-02-06,160000.0,,123000.0
2004-01-09,123000.0,,17000.0
2003-12-05,17000.0,,196000.0
2003-11-07,196000.0,,103000.0
2003-10-03,103000.0,,-43000.0
2003-09-05,-43000.0,,24000.0
2003-08-01,24000.0,,9000.0
2003-07-03,9000.0,,-10000.0
2003-06-06,-10000.0,,-44000.0
2003-05-02,-44000.0,,-210000.0
2003-04-04,-210000.0,,-151000.0
2003-03-07,-151000.0,,91000.0
2003-02-07,91000.0,,-157000.0
2003-01-10,-157000.0,,10000.0
