PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay
3/19/12 to 3/26/12,2012-03-22,139.179993,139.550003,138.740005,139.199997,135216700.0,Thursday,2012-03-23,139.320007,139.809998,138.550003,139.649994,120521000.0,Friday,2012-03-26,140.649994,141.610001,140.600006,141.610001,120164000.0,Monday,1,0.3232737138636549,1,0.2368554288114473,1,0.7160759348117122,1,1.403513844762513,0
3/26/12 to 4/2/12,2012-03-29,139.639999,140.490005,139.089996,140.229996,164963700.0,Thursday,2012-03-30,140.919998,141.050003,140.050003,140.809998,135486800.0,Friday,2012-04-02,140.639999,142.210007,140.360001,141.839996,151741100.0,Monday,1,0.4136076563818824,0,-0.0780584740002517,0,-0.1207293533233474,1,0.7314807290885738,0
4/9/12 to 4/16/12,2012-04-12,137.130005,138.899994,137.029999,138.789993,154321500.0,Thursday,2012-04-13,138.470001,138.820007,137.009995,137.139999,169246700.0,Friday,2012-04-16,137.839996,138.039993,136.580002,137.050003,147825300.0,Monday,0,-1.188842195560901,0,-0.9604982959449876,1,0.5104251167451332,0,-0.0656234509670552,0
4/16/12 to 4/23/12,2012-04-19,138.630005,139.149994,137.070007,137.720001,198666700.0,Thursday,2012-04-20,138.330002,138.830002,137.869995,137.949997,143199600.0,Friday,2012-04-23,136.539993,136.910004,135.940002,136.789993,171844900.0,Monday,1,0.1670026127867947,0,-0.2747090251614478,0,-1.02211238177844,0,-0.8408872962860495,0
4/23/12 to 4/30/12,2012-04-26,138.889999,140.320007,138.809998,140.160004,136291600.0,Thursday,2012-04-27,140.580002,140.789993,139.800003,140.389999,130725000.0,Friday,2012-04-30,140.110001,140.210007,139.490005,139.869995,115092200.0,Monday,1,0.1640946014813201,0,-0.1351564925998639,0,-0.1994429816898693,0,-0.3703996037495521,0
4/30/12 to 5/7/12,2012-05-03,140.339996,140.449997,138.990005,139.25,143759700.0,Thursday,2012-05-04,138.520004,139.300003,136.919998,137.0,193927300.0,Friday,2012-05-07,136.509995,137.559998,136.460007,137.100006,127765900.0,Monday,0,-1.615798922800718,0,-1.0973173232077007,0,-0.3576678832116762,1,0.0729970802919763,0
5/7/12 to 5/14/12,2012-05-10,136.679993,136.850006,135.710007,136.020004,150600000.0,Thursday,2012-05-11,135.169998,136.869995,135.110001,135.610001,153032400.0,Friday,2012-05-14,134.309998,135.610001,133.910004,134.110001,163910000.0,Monday,0,-0.3014284575377523,1,0.325518241111477,0,-0.9586335745252328,0,-1.1061131103450104,0
5/14/12 to 5/21/12,2012-05-17,132.860001,133.020004,130.789993,130.860001,247992900.0,Thursday,2012-05-18,131.369995,131.600006,129.550003,129.740005,319615900.0,Friday,2012-05-21,130.160004,132.020004,129.949997,131.970001,177861100.0,Monday,0,-0.8558734460043407,0,-1.2407627784411444,1,0.3237235885723837,1,1.7188191105742596,0
5/28/12 to 6/4/12,2012-05-31,131.710007,132.449997,130.339996,131.470001,196186000.0,Thursday,2012-06-01,129.410004,131.5,128.160004,128.160004,253240900.0,Friday,2012-06-04,128.389999,128.740005,127.139999,128.100006,202545800.0,Monday,0,-2.517682341844669,0,-0.9659222327201228,1,0.1794592640618226,0,-0.0468149173902795,0
6/4/12 to 6/11/12,2012-06-07,133.470001,133.529999,131.779999,132.050003,184772700.0,Thursday,2012-06-08,131.710007,133.130005,131.289993,133.100006,143915400.0,Friday,2012-06-11,134.169998,134.25,131.279999,131.410004,169756100.0,Monday,1,0.7951556048052523,1,1.055348057190535,1,0.8039007902073159,0,-1.2697234589155624,0
6/11/12 to 6/18/12,2012-06-14,132.339996,134.0,131.979996,133.470001,230615500.0,Thursday,2012-06-15,133.380005,134.259995,133.100006,134.139999,169444500.0,Friday,2012-06-18,133.580002,134.729996,133.279999,134.399994,131360900.0,Monday,1,0.5019839626733744,1,0.569796050015126,0,-0.417472047245193,1,0.1938236185613834,1
6/18/12 to 6/25/12,2012-06-21,135.639999,135.779999,132.330002,132.440002,205272200.0,Thursday,2012-06-22,133.130005,133.710007,132.619995,133.460007,130029200.0,Friday,2012-06-25,132.050003,132.100006,130.850006,131.320007,146375700.0,Monday,1,0.770163836149744,1,0.2478795069526055,0,-1.0564992702270626,0,-1.6034766130350844,0
6/25/12 to 7/2/12,2012-06-28,132.289993,132.990005,131.279999,132.789993,169242100.0,Thursday,2012-06-29,135.199997,136.270004,134.850006,136.100006,212250900.0,Friday,2012-07-02,136.479996,136.649994,135.520004,136.509995,129524500.0,Monday,1,2.4926675009313373,1,0.6656871449486876,1,0.2791991059868081,1,0.3012409859849645,0
7/2/12 to 7/9/12,2012-07-05,136.899994,137.800003,136.289993,136.789993,126177500.0,Thursday,2012-07-06,135.470001,135.770004,134.850006,135.490005,151192100.0,Friday,2012-07-09,135.380005,135.570007,134.699997,135.320007,103780500.0,Monday,0,-0.9503531446192948,1,0.0147663688287712,0,-0.0811868004580745,0,-0.1254690336752091,0
7/9/12 to 7/16/12,2012-07-12,133.380005,134.229996,132.600006,133.509995,143583200.0,Thursday,2012-07-13,133.860001,135.889999,133.839996,135.75,129642600.0,Friday,2012-07-16,135.440002,135.830002,134.899994,135.429993,97525200.0,Monday,1,1.677780753418496,1,1.4119221469302012,0,-0.22835948434623,0,-0.2357325966850857,0
7/16/12 to 7/23/12,2012-07-19,137.649994,138.179993,137.210007,137.729996,129847300.0,Thursday,2012-07-20,136.949997,137.160004,136.320007,136.470001,142904500.0,Friday,2012-07-23,134.470001,136.380005,133.839996,135.089996,145210900.0,Monday,0,-0.9148297659138852,0,-0.3504899675171222,0,-1.465523547552403,0,-1.0112149116200144,0
7/23/12 to 7/30/12,2012-07-26,135.889999,136.460007,135.259995,136.169998,156526500.0,Thursday,2012-07-27,136.889999,139.070007,136.139999,138.679993,236768900.0,Friday,2012-07-30,138.520004,139.339996,138.270004,138.679993,106782000.0,Monday,1,1.843280485323943,1,1.307614882808208,0,-0.1153655956703112,0,0.0,0
7/30/12 to 8/6/12,2012-08-02,136.550003,137.570007,135.580002,136.639999,199556600.0,Thursday,2012-08-03,138.559998,139.639999,136.679993,139.350006,157825000.0,Friday,2012-08-06,139.720001,140.169998,139.559998,139.619995,86326200.0,Monday,1,1.9833189547959664,1,0.5701558973752296,1,0.265514879131034,1,0.1937488255292799,0
8/6/12 to 8/13/12,2012-08-09,140.289993,140.889999,140.149994,140.610001,90291700.0,Thursday,2012-08-10,140.039993,140.889999,139.809998,140.839996,99792700.0,Friday,2012-08-13,140.600006,140.839996,140.039993,140.770004,79426900.0,Monday,1,0.1635694462444405,1,0.5712675235566483,0,-0.1703990392047482,0,-0.049696110471356,0
8/13/12 to 8/20/12,2012-08-16,141.149994,142.160004,140.800003,141.990005,112014200.0,Thursday,2012-08-17,142.229996,142.300003,141.860001,142.179993,90813700.0,Friday,2012-08-20,141.979996,142.220001,141.589996,142.190002,78255700.0,Monday,1,0.1338037842874923,0,-0.0351564377460882,0,-0.1406646573684922,1,0.0070396683730295,0
8/20/12 to 8/27/12,2012-08-23,141.470001,141.479996,140.440002,140.660004,111466400.0,Thursday,2012-08-24,140.309998,141.830002,140.220001,141.509995,99481200.0,Friday,2012-08-27,141.889999,142.080002,141.339996,141.539993,68785900.0,Monday,1,0.6042876267798323,1,0.8552469653659294,1,0.2685350953478482,1,0.0211985026216743,0
9/3/12 to 9/10/12,2012-09-06,141.759995,143.779999,141.75,143.770004,158272500.0,Thursday,2012-09-07,144.009995,144.389999,143.880005,144.330002,107272100.0,Friday,2012-09-10,144.190002,144.440002,143.460007,143.509995,86458500.0,Monday,1,0.3895096226052879,1,0.2222116596837628,0,-0.0969999293702045,0,-0.5681472934504663,0
9/10/12 to 9/17/12,2012-09-13,144.369995,147.039993,143.990005,146.589996,225470200.0,Thursday,2012-09-14,146.880005,148.110001,146.759995,147.240005,169777000.0,Friday,2012-09-17,146.940002,147.190002,146.369995,146.740005,119427800.0,Monday,1,0.4434197542375149,1,0.2450980308721974,0,-0.2037510118258986,0,-0.3395816238935878,0
9/17/12 to 9/24/12,2012-09-20,146.029999,146.789993,145.630005,146.710007,154009800.0,Thursday,2012-09-21,146.639999,146.669998,145.809998,145.869995,108737500.0,Friday,2012-09-24,145.149994,145.979996,145.039993,145.649994,95682000.0,Monday,0,-0.5725662599143639,0,-0.525098203253534,0,-0.4935908855004735,0,-0.1508199133070487,1
9/24/12 to 10/1/12,2012-09-27,143.889999,144.970001,143.509995,144.639999,111830300.0,Thursday,2012-09-28,144.089996,144.559998,143.460007,143.970001,150696100.0,Friday,2012-10-01,144.520004,145.690002,144.009995,144.350006,135911200.0,Monday,0,-0.4632176470078603,0,-0.0832778147901518,1,0.3820261138985502,1,0.263947348309049,0
10/1/12 to 10/8/12,2012-10-04,145.639999,146.339996,145.440002,146.130005,124311600.0,Thursday,2012-10-05,146.910004,147.160004,145.699997,146.139999,124842100.0,Friday,2012-10-08,145.600006,146.119995,145.309998,145.639999,78415400.0,Monday,1,0.0068391156217216,0,-0.5241338091584271,0,-0.36950390289792,0,-0.342137678542067,0
10/8/12 to 10/15/12,2012-10-11,144.279999,144.490005,143.330002,143.360001,123601500.0,Thursday,2012-10-12,143.460007,143.949997,142.580002,142.889999,124181900.0,Friday,2012-10-15,143.229996,144.229996,142.770004,144.080002,107689100.0,Monday,0,-0.3278473749452765,0,-0.3973288527721885,1,0.2379431747354208,1,0.8328105594010248,0
10/15/12 to 10/22/12,2012-10-18,145.820007,146.520004,145.330002,145.820007,148108500.0,Thursday,2012-10-19,145.550003,145.559998,143.050003,143.389999,185645200.0,Friday,2012-10-22,143.149994,143.669998,142.279999,143.410004,125578600.0,Monday,0,-1.6664434805575172,0,-1.4840288254751977,0,-0.167379176842031,1,0.013951461147578,0
10/29/12 to 11/5/12,2012-11-01,141.649994,143.009995,141.520004,142.830002,100995600.0,Thursday,2012-11-02,143.679993,143.720001,141.410004,141.559998,137702200.0,Friday,2012-11-05,141.350006,142.169998,140.929993,141.850006,98378500.0,Monday,0,-0.8891717301803301,0,-1.4754977055156098,0,-0.14834134145721,1,0.2048657841885532,0
11/5/12 to 11/12/12,2012-11-08,139.699997,140.410004,137.929993,138.039993,181517300.0,Thursday,2012-11-09,137.619995,139.440002,137.550003,138.160004,201055300.0,Friday,2012-11-12,138.589996,138.809998,137.960007,138.270004,97677500.0,Monday,1,0.0869392973672323,1,0.3923913817901227,1,0.3112275532360487,1,0.0796178320898236,0
11/12/12 to 11/19/12,2012-11-15,135.979996,136.490005,135.179993,135.699997,178128400.0,Thursday,2012-11-16,135.899994,136.639999,134.699997,136.369995,239483900.0,Friday,2012-11-19,137.899994,139.149994,136.410004,139.130005,151495800.0,Monday,1,0.4937347198320074,1,0.3458432823771842,1,1.1219469502803778,1,2.023912958272106,0
11/26/12 to 12/3/12,2012-11-29,141.990005,142.509995,141.369995,142.119995,151085900.0,Thursday,2012-11-30,142.139999,142.419998,141.660004,142.149994,136568300.0,Friday,2012-12-03,142.800003,142.919998,141.339996,141.449997,124656300.0,Monday,1,0.0211082191496021,1,0.0070317996836369,1,0.4572698047387968,0,-0.4924354762899225,0
12/3/12 to 12/10/12,2012-12-06,141.369995,142.039993,141.160004,141.979996,103220600.0,Thursday,2012-12-07,142.529999,142.690002,141.669998,142.410004,108726400.0,Friday,2012-12-10,142.210007,142.809998,142.149994,142.470001,98840700.0,Monday,1,0.3028652008132094,0,-0.0841892940727637,0,-0.1404374653342445,1,0.0421297649847758,0
12/10/12 to 12/17/12,2012-12-13,143.419998,143.830002,142.270004,142.630005,135715000.0,Thursday,2012-12-14,142.320007,142.580002,141.880005,142.100006,137701700.0,Friday,2012-12-17,142.470001,143.850006,142.429993,143.770004,143238200.0,Monday,0,-0.3715901152776399,0,-0.1545819204463616,1,0.2603764844316676,1,1.17522725509244,0
12/17/12 to 12/24/12,2012-12-20,144.380005,145.139999,143.979996,145.119995,168487000.0,Thursday,2012-12-21,142.169998,144.089996,141.940002,142.789993,245883800.0,Friday,2012-12-24,142.479996,142.559998,142.190002,142.350006,53874600.0,Monday,0,-1.6055692394421457,1,0.4360941188168387,0,-0.2170999476132825,0,-0.3081357388959337,1
12/24/12 to 12/31/12,2012-12-27,141.789993,142.080002,139.919998,141.559998,167920600.0,Thursday,2012-12-28,140.639999,141.419998,139.869995,140.029999,148806700.0,Friday,2012-12-31,139.660004,142.559998,139.539993,142.410004,243935200.0,Monday,0,-1.080813098061787,0,-0.4337315161670224,0,-0.2642255249891255,1,1.699639375131312,0
12/31/12 to 1/7/13,2013-01-03,145.990005,146.369995,145.339996,145.729996,144761800.0,Thursday,2013-01-04,145.970001,146.610001,145.669998,146.369995,116817700.0,Friday,2013-01-07,145.850006,146.110001,145.429993,145.970001,110002500.0,Monday,1,0.4391676508383277,1,0.2740247977390864,0,-0.3552565537765996,0,-0.273275953859254,0
1/7/13 to 1/14/13,2013-01-10,146.729996,147.089996,145.970001,147.080002,130735400.0,Thursday,2013-01-11,147.039993,147.149994,146.610001,147.070007,113917300.0,Friday,2013-01-14,146.889999,147.070007,146.429993,146.970001,89567200.0,Monday,0,-0.0067956213381092,1,0.0204121337247303,0,-0.1223961320679171,0,-0.0679989088461847,0
1/21/13 to 1/28/13,2013-01-24,149.149994,150.139999,149.009995,149.410004,146426400.0,Thursday,2013-01-25,149.880005,150.25,149.369995,150.25,147211600.0,Friday,2013-01-28,150.289993,150.330002,149.509995,150.070007,113357700.0,Monday,1,0.5622086724527586,1,0.2468608137556365,1,0.0266176372712211,0,-0.1197956738768692,0
1/28/13 to 2/4/13,2013-01-31,149.889999,150.380005,149.600006,149.699997,108975800.0,Thursday,2013-02-01,150.649994,151.419998,150.389999,151.240005,131173000.0,Friday,2013-02-04,150.320007,151.270004,149.429993,149.539993,159073600.0,Monday,1,1.0287294795336572,1,0.391643560238047,0,-0.6083033387892262,0,-1.1240491561739812,0
2/4/13 to 2/11/13,2013-02-07,151.210007,151.350006,149.860001,150.960007,162490000.0,Thursday,2013-02-08,151.220001,151.889999,151.220001,151.800003,103133700.0,Friday,2013-02-11,151.740005,151.899994,151.389999,151.770004,73775000.0,Monday,1,0.5564361162224996,1,0.3835484698879267,0,-0.0395243733954388,0,-0.0197621866977194,0
2/18/13 to 2/25/13,2013-02-21,150.960007,151.419998,149.940002,150.419998,183257000.0,Thursday,2013-02-22,151.149994,151.889999,150.490005,151.889999,106356600.0,Friday,2013-02-25,152.630005,152.860001,149.0,149.0,245824800.0,Monday,1,0.9772643395461263,1,0.4895832149354875,1,0.4871986337955157,0,-1.9026920923213573,0
2/25/13 to 3/4/13,2013-02-28,151.899994,152.869995,151.410004,151.610001,126866000.0,Thursday,2013-03-01,151.089996,152.339996,150.410004,152.110001,170634800.0,Friday,2013-03-04,151.759995,152.919998,151.520004,152.919998,99010200.0,Monday,1,0.3297935470629012,1,0.6750976418054823,0,-0.2301005835901661,1,0.5325073924626307,0
3/4/13 to 3/11/13,2013-03-07,154.699997,154.979996,154.520004,154.779999,86101400.0,Thursday,2013-03-08,155.460007,155.649994,154.660004,155.440002,123477800.0,Friday,2013-03-11,155.320007,156.039993,155.130005,156.029999,83746800.0,Monday,1,0.4264136220856217,0,-0.0128682613529006,0,-0.0771969881986933,1,0.379565743958245,0
3/11/13 to 3/18/13,2013-03-14,156.309998,156.800003,155.910004,156.729996,126329900.0,Thursday,2013-03-15,155.850006,156.039993,155.309998,155.830002,138601100.0,Friday,2013-03-18,154.339996,155.639999,154.199997,154.970001,126704300.0,Monday,0,-0.5742321335859617,0,-0.0128354181776548,0,-0.956174023536234,0,-0.551884097389674,1
3/18/13 to 3/25/13,2013-03-21,154.759995,155.639999,154.100006,154.360001,128605000.0,Thursday,2013-03-22,154.850006,155.600006,154.729996,155.600006,111163600.0,Friday,2013-03-25,156.009995,156.270004,154.350006,154.949997,151322300.0,Monday,1,0.8033201554591829,1,0.4843396647979464,1,0.2634890643898792,0,-0.4177435571564253,0
4/1/13 to 4/8/13,2013-04-04,155.429993,156.169998,155.089996,155.860001,131885000.0,Thursday,2013-04-05,153.949997,155.350006,153.770004,155.160004,159666000.0,Friday,2013-04-08,155.270004,156.220001,154.75,156.210007,86571200.0,Monday,0,-0.4491190783452032,1,0.7859740328543107,1,0.0708945586260836,1,0.6767227203732245,0
4/8/13 to 4/15/13,2013-04-11,158.699997,159.710007,158.539993,159.190002,110142500.0,Thursday,2013-04-12,158.679993,159.039993,157.919998,158.800003,116359900.0,Friday,2013-04-15,158.0,158.130005,155.100006,155.119995,217259000.0,Monday,0,-0.2449896319493663,1,0.0756302024792802,0,-0.5037802171829957,0,-2.317385346648901,0
4/15/13 to 4/22/13,2013-04-18,155.369995,155.410004,153.550003,154.139999,167583200.0,Thursday,2013-04-19,154.5,155.550003,154.119995,155.479996,149687600.0,Friday,2013-04-22,155.779999,156.539993,154.75,156.169998,106553500.0,Monday,1,0.8693376207949833,1,0.6343016181229773,1,0.1929527963198583,1,0.4437882800048391,0
4/22/13 to 4/29/13,2013-04-25,158.339996,159.270004,158.100006,158.520004,131060600.0,Thursday,2013-04-26,158.330002,158.600006,157.729996,158.240005,95918800.0,Friday,2013-04-29,158.669998,159.649994,158.419998,159.300003,88572800.0,Monday,0,-0.176633227942641,0,-0.0568414064695148,1,0.2717346981883602,1,0.6698672690259377,0
4/29/13 to 5/6/13,2013-05-02,158.679993,159.889999,158.529999,159.75,96407600.0,Thursday,2013-05-03,161.139999,161.880005,159.779999,161.369995,144202300.0,Friday,2013-05-06,161.490005,162.009995,161.419998,161.779999,66882100.0,Monday,1,1.0140813771517927,1,0.1427305457535716,1,0.0743694637903457,1,0.2540769738513129,0
5/6/13 to 5/13/13,2013-05-09,163.270004,163.699997,162.470001,162.880005,106738600.0,Thursday,2013-05-10,162.990005,163.550003,162.509995,163.410004,103203000.0,Friday,2013-05-13,163.199997,163.809998,162.820007,163.539993,81843200.0,Monday,1,0.3253923033708006,1,0.2576838990832536,0,-0.1285153875891162,1,0.0795477613475997,0
5/13/13 to 5/20/13,2013-05-16,165.779999,166.360001,165.089996,165.339996,109913600.0,Thursday,2013-05-17,165.949997,167.039993,165.729996,166.940002,129801000.0,Friday,2013-05-20,166.779999,167.580002,166.610001,166.929993,85071200.0,Monday,1,0.967706567502263,1,0.5965682542314216,0,-0.0958446136834172,0,-0.0059955671978466,0
5/27/13 to 6/3/13,2013-05-30,165.350006,166.589996,165.220001,165.830002,107793800.0,Thursday,2013-05-31,165.369995,166.309998,163.130005,163.449997,176850100.0,Friday,2013-06-03,163.830002,164.460007,162.660004,164.350006,168390700.0,Monday,0,-1.4352077255598243,0,-1.161031661154729,1,0.2324900623889343,1,0.5506326194671093,0
6/3/13 to 6/10/13,2013-06-06,161.199997,162.740005,160.25,162.729996,200225500.0,Thursday,2013-06-07,163.850006,164.949997,163.139999,164.800003,188337800.0,Friday,2013-06-10,165.309998,165.399994,164.369995,164.800003,105667100.0,Monday,1,1.2720500527757672,1,0.5797967441026497,1,0.3094629798034673,0,0.0,0
6/10/13 to 6/17/13,2013-06-13,161.660004,164.5,161.300003,164.210007,163587800.0,Thursday,2013-06-14,164.029999,164.669998,162.910004,163.179993,141197500.0,Friday,2013-06-17,164.289993,165.220001,163.220001,164.440002,136295600.0,Monday,0,-0.6272540990757003,0,-0.5182015516564183,1,0.6802304495747917,1,0.772158998683127,0
6/17/13 to 6/24/13,2013-06-20,161.860001,163.470001,158.979996,159.399994,321255900.0,Thursday,2013-06-21,159.639999,159.759995,157.470001,159.070007,271956800.0,Friday,2013-06-24,157.410004,158.429993,155.729996,157.059998,222329000.0,Monday,0,-0.2070182010169891,0,-0.3570483610438916,0,-1.04356756582026,0,-1.2636002461482236,1
6/24/13 to 7/1/13,2013-06-27,161.100006,161.820007,160.949997,161.080002,129483700.0,Thursday,2013-06-28,160.630005,161.399994,159.860001,160.419998,160402900.0,Friday,2013-07-01,161.259995,162.479996,161.080002,161.360001,131954800.0,Monday,0,-0.4097367716695303,0,-0.1307395838031746,1,0.5236236195439992,1,0.5859637275397663,0
7/8/13 to 7/15/13,2013-07-11,167.110001,167.610001,165.179993,167.440002,135592200.0,Thursday,2013-07-12,167.389999,167.929993,167.130005,167.509995,104212700.0,Friday,2013-07-15,167.970001,168.389999,167.679993,168.149994,69450600.0,Monday,1,0.0418018389655841,1,0.0716864811021443,1,0.2746140610893056,1,0.3820661567090303,0
7/15/13 to 7/22/13,2013-07-18,168.309998,169.270004,168.199997,168.869995,103620100.0,Thursday,2013-07-19,168.520004,169.229996,168.309998,169.169998,103831700.0,Friday,2013-07-22,169.410004,169.740005,169.009995,169.5,79428600.0,Monday,1,0.1776532296338398,1,0.385707325285841,1,0.1418726741369317,1,0.1950712324297642,0
7/22/13 to 7/29/13,2013-07-25,168.220001,169.080002,167.940002,168.929993,111088600.0,Thursday,2013-07-26,168.220001,169.160004,167.520004,169.110001,107814600.0,Friday,2013-07-29,168.679993,169.059998,168.110001,168.589996,79695000.0,Monday,1,0.1065577502273471,1,0.5290690730646321,0,-0.2542770962434179,0,-0.3074951197002225,0
7/29/13 to 8/5/13,2013-08-01,169.990005,170.809998,169.899994,170.660004,110438400.0,Thursday,2013-08-02,170.279999,170.970001,170.050003,170.949997,91116700.0,Friday,2013-08-05,170.570007,170.960007,170.350006,170.699997,54072700.0,Monday,1,0.1699244071270558,1,0.3934684072907426,0,-0.222281372722102,0,-0.1462415936749036,0
8/5/13 to 8/12/13,2013-08-08,169.979996,170.179993,168.929993,169.800003,102181300.0,Thursday,2013-08-09,169.580002,170.100006,168.720001,169.309998,91757700.0,Friday,2013-08-12,168.460007,169.309998,168.380005,169.110001,68593300.0,Monday,0,-0.2885777334173524,0,-0.1592192456749706,0,-0.5020323725950413,0,-0.1181247429936158,0
8/12/13 to 8/19/13,2013-08-15,167.410004,167.429993,166.089996,166.380005,152931800.0,Thursday,2013-08-16,166.059998,166.630005,165.5,165.830002,130868200.0,Friday,2013-08-19,165.639999,166.210007,164.759995,164.770004,96437600.0,Monday,0,-0.3305703711212196,0,-0.1385017480248312,0,-0.1145769750397871,0,-0.639207614554577,0
8/19/13 to 8/26/13,2013-08-22,164.899994,166.300003,164.889999,166.059998,101471400.0,Thursday,2013-08-23,166.550003,166.830002,165.770004,166.619995,90888900.0,Friday,2013-08-26,166.789993,167.300003,165.889999,166.0,89702100.0,Monday,1,0.3372257056151364,1,0.0420246164750804,1,0.1020273707246366,0,-0.372101199498889,0
9/2/13 to 9/9/13,2013-09-05,165.850006,166.399994,165.729996,165.960007,63090500.0,Thursday,2013-09-06,166.509995,166.979996,164.479996,166.039993,159756500.0,Friday,2013-09-09,166.449997,167.729996,166.449997,167.630005,87559300.0,Monday,1,0.0481959487986882,0,-0.2822665390146662,1,0.2469308704439577,1,0.9576078457194356,0
9/9/13 to 9/16/13,2013-09-12,169.339996,169.559998,168.720001,168.949997,83209000.0,Thursday,2013-09-13,169.130005,169.460007,168.740005,169.330002,72727800.0,Friday,2013-09-16,171.160004,171.240005,170.039993,170.309998,106299200.0,Monday,1,0.2249215784241838,1,0.1182504547315517,1,1.0807311039894625,1,0.5787491811403864,0
9/16/13 to 9/23/13,2013-09-19,173.520004,173.600006,172.589996,172.759995,146616900.0,Thursday,2013-09-20,172.330002,172.330002,170.580002,170.720001,132867100.0,Friday,2013-09-23,170.490005,170.649994,169.389999,169.929993,104616500.0,Monday,0,-1.180825456726835,0,-0.9342546169064696,0,-0.1347211800918393,0,-0.4627507001947594,1
9/23/13 to 9/30/13,2013-09-26,169.320007,170.169998,169.050003,169.690002,77146900.0,Thursday,2013-09-27,168.839996,169.139999,168.470001,168.910004,99141800.0,Friday,2013-09-30,167.479996,168.539993,167.149994,168.009995,143937000.0,Monday,0,-0.4596605520695357,1,0.0414641090135852,0,-0.846609416929495,0,-0.5328334489886005,0
9/30/13 to 10/7/13,2013-10-03,168.789993,168.940002,166.839996,167.619995,176698000.0,Thursday,2013-10-04,167.75,169.059998,167.529999,168.889999,96878000.0,Friday,2013-10-07,167.419998,168.449997,167.25,167.429993,96295000.0,Monday,1,0.7576685585750078,1,0.6795821162444047,0,-0.8703896078535689,0,-0.8644715546478231,0
10/7/13 to 10/14/13,2013-10-10,167.289993,169.259995,167.229996,169.169998,195955000.0,Thursday,2013-10-11,168.910004,170.320007,168.770004,170.259995,105040000.0,Friday,2013-10-14,169.210007,171.080002,169.080002,170.940002,112106000.0,Monday,1,0.6443205136173206,1,0.7992368527799082,0,-0.6166968347438359,1,0.3993932925934769,0
10/14/13 to 10/21/13,2013-10-17,171.369995,173.320007,171.339996,173.220001,129389000.0,Thursday,2013-10-18,173.860001,174.509995,173.509995,174.389999,138316000.0,Friday,2013-10-21,174.449997,174.75,174.009995,174.399994,104104000.0,Monday,1,0.6754404764147257,1,0.3048418250037729,1,0.0344044958679123,1,0.0057314066502193,0
10/21/13 to 10/28/13,2013-10-24,174.919998,175.369995,174.509995,175.149994,70350000.0,Thursday,2013-10-25,175.509995,176.0,175.169998,175.949997,93625000.0,Friday,2013-10-28,175.889999,176.470001,175.699997,176.229996,84979000.0,Monday,1,0.4567530844448695,1,0.2506991126060898,0,-0.0340994606552947,1,0.1591355525854335,0
10/28/13 to 11/4/13,2013-10-31,176.149994,176.889999,175.529999,175.789993,133795000.0,Thursday,2013-11-01,176.020004,176.610001,175.220001,176.210007,142805000.0,Friday,2013-11-04,176.690002,176.899994,175.979996,176.830002,85677000.0,Monday,1,0.2389294139171964,1,0.1079439811852237,1,0.2723993989739767,1,0.3518500512856896,0
11/4/13 to 11/11/13,2013-11-07,177.5,177.639999,174.759995,174.929993,157000000.0,Thursday,2013-11-08,174.869995,177.309998,174.850006,177.289993,136713000.0,Friday,2013-11-11,177.119995,177.529999,176.910004,177.320007,62614000.0,Monday,1,1.349111126986676,1,1.383884067704137,0,-0.095886968645783,1,0.0169293255034389,0
11/11/13 to 11/18/13,2013-11-14,178.539993,179.419998,178.25,179.270004,103435000.0,Thursday,2013-11-15,179.559998,180.119995,179.330002,180.050003,102818000.0,Friday,2013-11-18,180.350006,180.5,179.020004,179.419998,104796000.0,Monday,1,0.4350973295008146,1,0.2728920725427923,1,0.1666220466544528,0,-0.3499055759527042,0
11/18/13 to 11/25/13,2013-11-21,178.970001,180.050003,178.860001,179.910004,92841000.0,Thursday,2013-11-22,179.979996,180.830002,179.770004,180.809998,81296000.0,Friday,2013-11-25,181.130005,181.169998,180.369995,180.630005,79486000.0,Monday,1,0.5002467789395529,1,0.4611634728561765,1,0.1769852350753324,0,-0.0995481455621696,0
12/2/13 to 12/9/13,2013-12-05,179.410004,179.740005,178.770004,178.940002,106934000.0,Thursday,2013-12-06,180.669998,181.110001,180.149994,180.940002,127728000.0,Friday,2013-12-09,181.470001,181.669998,181.160004,181.399994,70124000.0,Monday,1,1.1176930689874476,1,0.1494459528360653,1,0.2929142224724876,1,0.2542234966925665,0
