PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay
6/20/22 to 6/27/22,2022-06-23,376.640015,378.829987,372.890015,378.059998,79292100.0,Thursday,2022-06-24,381.399994,390.089996,381.369995,390.079987,98050300.0,Friday,2022-06-27,391.049988,391.359985,387.440002,388.589996,66009600.0,Monday,1,3.1793866221202305,1,2.2758241050208365,1,0.2486672047597171,0,-0.381970634140744,0
7/4/22 to 7/11/22,2022-07-07,385.119995,389.829987,383.269989,388.98999,64525900.0,Thursday,2022-07-08,387.269989,390.640015,385.660004,388.670013,72397800.0,Friday,2022-07-11,385.850006,386.869995,383.5,384.230011,58366900.0,Monday,0,-0.0822584149273338,1,0.3615111007220271,0,-0.7255530155859942,0,-1.1423577460296617,0
7/11/22 to 7/18/22,2022-07-14,373.609985,379.049988,371.040009,377.910004,89704800.0,Thursday,2022-07-15,382.549988,385.25,380.540009,385.130005,79060400.0,Friday,2022-07-18,388.380005,389.089996,380.660004,381.950012,63203600.0,Monday,1,1.910508037252162,1,0.67442610924876,1,0.843870889779154,0,-0.8256933915081397,0
7/18/22 to 7/25/22,2022-07-21,394.160004,398.839996,391.630005,398.790009,64903900.0,Thursday,2022-07-22,398.920013,400.179993,392.75,395.089996,72197300.0,Friday,2022-07-25,395.75,396.470001,393.209991,395.570007,53631500.0,Monday,0,-0.9278098539324272,0,-0.9600964792909495,1,0.1670515595641695,1,0.1214940911842249,0
7/25/22 to 8/1/22,2022-07-28,401.890015,406.799988,398.149994,406.070007,73966600.0,Thursday,2022-07-29,407.579987,413.029999,406.769989,411.98999,87003700.0,Friday,2022-08-01,409.149994,413.410004,408.399994,410.769989,69997500.0,Monday,1,1.4578725091607176,1,1.0819969430932732,0,-0.6893361656675167,0,-0.2961239422346082,0
8/1/22 to 8/8/22,2022-08-04,414.369995,415.089996,412.440002,414.170013,45656600.0,Thursday,2022-08-05,409.660004,414.149994,409.600006,413.470001,56814900.0,Friday,2022-08-08,415.25,417.619995,411.829987,412.98999,53886100.0,Monday,0,-0.1690156162995698,1,0.9300388035928472,1,0.43050257472004,0,-0.116093307577119,0
8/8/22 to 8/15/22,2022-08-11,422.98999,424.950012,419.209991,419.98999,59489700.0,Thursday,2022-08-12,422.029999,427.209991,421.029999,427.100006,61694500.0,Friday,2022-08-15,424.769989,429.410004,424.709991,428.859985,54048300.0,Monday,1,1.6929012998619395,1,1.201338059382843,0,-0.5455436589246964,1,0.4120765570768891,0
8/15/22 to 8/22/22,2022-08-18,426.859985,428.609985,425.5,427.890015,49023200.0,Thursday,2022-08-19,424.980011,425.26001,421.220001,422.140015,68016900.0,Friday,2022-08-22,417.049988,417.230011,412.399994,413.350006,77695600.0,Monday,0,-1.3438032668278084,0,-0.668265783446456,0,-1.2057674750402472,0,-2.082249653589461,0
8/22/22 to 8/29/22,2022-08-25,415.23999,419.559998,414.089996,419.51001,50942300.0,Thursday,2022-08-26,419.390015,419.959991,405.25,405.309998,103087000.0,Friday,2022-08-29,402.200012,405.839996,401.200012,402.630005,65370800.0,Monday,0,-3.38490421241677,0,-3.357260901883894,0,-0.7673104575130644,0,-0.6612205504982447,0
9/5/22 to 9/12/22,2022-09-08,395.390015,400.859985,394.119995,400.380005,80821700.0,Thursday,2022-09-09,402.73999,407.51001,402.459991,406.600006,76706900.0,Friday,2022-09-12,408.779999,411.730011,408.459991,410.970001,69256300.0,Monday,1,1.5535243824176548,1,0.9584387187376228,1,0.5361517382761593,1,1.0747651095706126,0
9/12/22 to 9/19/22,2022-09-15,392.959991,395.959991,388.779999,390.119995,87633800.0,Thursday,2022-09-16,384.140015,386.25,382.109985,385.559998,103084800.0,Friday,2022-09-19,382.26001,388.549988,382.179993,388.549988,73278500.0,Monday,0,-1.1688703625662689,1,0.3696524560191944,0,-0.8558948068051356,1,0.775492793731153,1
9/19/22 to 9/26/22,2022-09-22,376.579987,378.299988,373.440002,374.220001,89472600.0,Thursday,2022-09-23,370.579987,370.619995,363.290009,367.950012,122346900.0,Friday,2022-09-26,366.410004,370.209991,363.029999,364.309998,92581200.0,Monday,0,-1.675482064893696,0,-0.7096915894705349,0,-0.418537287613949,0,-0.9892686183687386,0
9/26/22 to 10/3/22,2022-09-29,366.809998,367.109985,359.700012,362.790009,112952300.0,Thursday,2022-09-30,361.799988,365.910004,357.040009,357.179993,153711200.0,Friday,2022-10-03,361.079987,368.549988,359.209991,366.609985,89756500.0,Monday,0,-1.5463534994978247,0,-1.276947250755564,1,1.0918847853832596,1,2.6401232389295584,0
10/3/22 to 10/10/22,2022-10-06,375.619995,378.720001,372.679993,373.200012,82333500.0,Thursday,2022-10-07,368.970001,373.290009,360.940002,362.790009,107789500.0,Friday,2022-10-10,363.959991,364.209991,357.670013,360.019989,76042800.0,Monday,0,-2.7893897816916517,0,-1.6749307486382956,1,0.3224956506451104,0,-0.763532603236598,0
10/10/22 to 10/17/22,2022-10-13,349.209991,367.51001,348.109985,365.970001,147254500.0,Thursday,2022-10-14,368.549988,370.26001,356.959991,357.630005,123737000.0,Friday,2022-10-17,364.01001,367.980011,357.279999,366.820007,93168200.0,Monday,0,-2.2788742184362927,0,-2.9629584467657075,1,1.7839680426143325,1,2.569695459417616,0
10/17/22 to 10/24/22,2022-10-20,368.029999,372.670013,364.609985,365.410004,88283100.0,Thursday,2022-10-21,365.119995,374.799988,363.540009,374.290009,131038400.0,Friday,2022-10-24,375.890015,380.059998,373.109985,378.869995,85436900.0,Monday,1,2.430148299935429,1,2.5115069362333826,1,0.4274776140230896,1,1.223646341038192,0
10/24/22 to 10/31/22,2022-10-27,383.070007,385.0,379.329987,379.980011,81971800.0,Thursday,2022-10-28,379.869995,389.519989,379.679993,389.019989,100302000.0,Friday,2022-10-31,386.440002,388.399994,385.26001,386.209991,96631300.0,Monday,1,2.3790667241177643,1,2.4087172244283184,0,-0.6632016536301987,0,-0.7223274071914098,0
10/31/22 to 11/7/22,2022-11-03,371.470001,374.200012,368.790009,371.01001,87100100.0,Thursday,2022-11-04,377.0,378.869995,370.0,376.350006,103505200.0,Friday,2022-11-07,377.709991,380.570007,375.529999,379.950012,68286900.0,Monday,1,1.4393131872641347,0,-0.1724122015915099,1,0.3613617585540824,1,0.9565579759815408,0
11/7/22 to 11/14/22,2022-11-10,388.049988,395.040009,385.640015,394.690002,141455800.0,Thursday,2022-11-11,395.589996,399.350006,393.609985,398.51001,93839900.0,Friday,2022-11-14,396.660004,400.179993,394.829987,395.119995,71903500.0,Monday,1,0.9678502066540896,1,0.7381415176131091,0,-0.4642307479302734,0,-0.8506724837351024,0
11/14/22 to 11/21/22,2022-11-17,390.459991,394.950012,390.140015,394.23999,74496300.0,Thursday,2022-11-18,397.73999,397.809998,393.040009,396.029999,92922500.0,Friday,2022-11-21,394.640015,395.820007,392.660004,394.589996,51243200.0,Monday,1,0.4540404437408792,0,-0.4299268474361862,0,-0.3509794721384149,0,-0.3636095759503285,0
11/28/22 to 12/5/22,2022-12-01,408.769989,410.0,404.75,407.380005,76398200.0,Thursday,2022-12-02,402.25,407.859985,402.140015,406.910004,85342700.0,Friday,2022-12-05,403.950012,404.929993,398.170013,399.589996,77289800.0,Monday,0,-0.1153716417672408,1,1.1584845245494133,0,-0.7274316116346945,0,-1.798925543251089,0
12/5/22 to 12/12/22,2022-12-08,395.140015,397.359985,393.269989,396.23999,60737900.0,Thursday,2022-12-09,394.940002,397.619995,393.149994,393.279999,81447700.0,Friday,2022-12-12,394.109985,398.950012,393.410004,398.950012,75405800.0,Monday,0,-0.74701975436654,0,-0.4203177676593057,1,0.2110420062323127,1,1.4417242205088696,0
12/12/22 to 12/19/22,2022-12-15,394.299988,395.25,387.890015,389.630005,117705900.0,Thursday,2022-12-16,385.179993,386.579987,381.040009,383.269989,119858000.0,Friday,2022-12-19,383.470001,383.820007,378.279999,380.019989,79878100.0,Monday,0,-1.6323219255149444,0,-0.495873107303373,1,0.0521856669555244,0,-0.8479662100546046,1
1/2/23 to 1/9/23,2023-01-05,381.720001,381.839996,378.76001,379.380005,76970500.0,Thursday,2023-01-06,382.609985,389.25,379.410004,388.079987,104189600.0,Friday,2023-01-09,390.369995,393.700012,387.670013,387.859985,73978100.0,Monday,1,2.2932104711211743,1,1.429654795862168,1,0.5900865998534472,0,-0.056689859660303,0
1/16/23 to 1/23/23,2023-01-19,389.359985,391.079987,387.26001,388.640015,86958900.0,Thursday,2023-01-20,390.100006,396.040009,388.380005,395.880005,91806400.0,Friday,2023-01-23,396.720001,402.649994,395.720001,400.630005,84178800.0,Monday,1,1.8629039009274373,1,1.4816710871826992,1,0.2121844976737438,1,1.199858527838505,0
1/23/23 to 1/30/23,2023-01-26,403.130005,404.920013,400.029999,404.75,72287400.0,Thursday,2023-01-27,403.660004,408.160004,403.440002,405.679993,68346200.0,Friday,2023-01-30,402.799988,405.130005,400.279999,400.589996,74202000.0,Monday,1,0.2297697344039591,1,0.5004184164849806,0,-0.7099203928452147,0,-1.254682776530229,0
1/30/23 to 2/6/23,2023-02-02,414.859985,418.309998,412.880005,416.779999,101654500.0,Thursday,2023-02-03,411.589996,416.970001,411.089996,412.350006,94736800.0,Friday,2023-02-06,409.790009,411.290009,408.100006,409.829987,60295300.0,Monday,0,-1.0629092112455156,1,0.1846522042289926,0,-0.6208310810598144,0,-0.6111359193238355,0
2/6/23 to 2/13/23,2023-02-09,414.410004,414.570007,405.809998,407.089996,78694900.0,Thursday,2023-02-10,405.859985,408.440002,405.01001,408.040009,70769700.0,Friday,2023-02-13,408.720001,412.970001,408.23999,412.829987,64913500.0,Monday,1,0.233366825354267,1,0.537136963625523,1,0.1666483641313778,1,1.1738991016442262,0
2/20/23 to 2/27/23,2023-02-23,401.559998,402.200012,396.25,400.660004,96242400.0,Thursday,2023-02-24,395.420013,397.25,393.640015,396.380005,108194400.0,Friday,2023-02-27,399.869995,401.290009,396.75,397.730011,80444700.0,Monday,0,-1.068237148023398,1,0.2427777978956264,1,0.8804657036118747,1,0.340583778942131,0
2/27/23 to 3/6/23,2023-03-02,392.679993,398.690002,392.329987,397.809998,85127800.0,Thursday,2023-03-03,399.709991,404.450012,399.029999,404.190002,90120000.0,Friday,2023-03-06,405.049988,407.450012,404.01001,404.470001,72795900.0,Monday,1,1.603781712897016,1,1.1208153663589535,1,0.2127677566848851,1,0.0692741034203097,0
3/6/23 to 3/13/23,2023-03-09,399.73999,401.480011,390.529999,391.559998,111945300.0,Thursday,2023-03-10,390.98999,393.160004,384.320007,385.910004,189253000.0,Friday,2023-03-13,381.809998,390.390015,380.649994,385.359985,157790000.0,Monday,0,-1.4429446390997254,0,-1.299262418457302,0,-1.062425424970327,0,-0.1425251986989226,0
3/13/23 to 3/20/23,2023-03-16,386.820007,396.470001,386.290009,396.109985,143254200.0,Thursday,2023-03-17,393.220001,394.399994,388.549988,389.98999,140553400.0,Friday,2023-03-20,390.799988,394.170013,390.070007,393.73999,93055800.0,Monday,0,-1.5450241679719376,0,-0.8214259172437282,1,0.2076971257646913,1,0.9615631416590976,1
3/20/23 to 3/27/23,2023-03-23,395.089996,399.290009,390.350006,393.170013,119351300.0,Thursday,2023-03-24,391.839996,395.839996,389.399994,395.75,107682400.0,Friday,2023-03-27,398.119995,398.920013,395.559998,396.48999,74010400.0,Monday,1,0.6562013670152451,1,0.9978572988756398,1,0.5988616550852854,1,0.1869842072015104,0
3/27/23 to 4/3/23,2023-03-30,404.089996,404.350006,401.76001,403.700012,69840000.0,Thursday,2023-03-31,404.660004,409.700012,404.549988,409.390015,112062600.0,Friday,2023-04-03,408.850006,411.369995,408.440002,410.950012,67391100.0,Monday,1,1.4094631733624992,1,1.1688852254348296,0,-0.1319057573986013,1,0.3810539932196465,0
4/10/23 to 4/17/23,2023-04-13,409.179993,413.839996,407.98999,413.470001,85814800.0,Thursday,2023-04-14,412.809998,415.089996,410.059998,412.459991,78161500.0,Friday,2023-04-17,412.369995,413.959991,411.089996,413.940002,66436400.0,Monday,0,-0.244276488634546,0,-0.0847864639169919,0,-0.0218193284109306,1,0.3588253484687659,0
4/17/23 to 4/24/23,2023-04-20,411.209991,413.700012,410.269989,411.880005,75840400.0,Thursday,2023-04-21,412.190002,412.679993,410.170013,412.200012,73457400.0,Friday,2023-04-24,411.98999,413.070007,410.600006,412.630005,64332100.0,Monday,1,0.0776942303863554,1,0.0024284917032079,0,-0.0509514783808491,1,0.1043165908495819,0
4/24/23 to 5/1/23,2023-04-27,407.0,412.690002,406.73999,412.410004,92968400.0,Thursday,2023-04-28,411.48999,415.940002,411.429993,415.929993,89335600.0,Friday,2023-05-01,415.470001,417.619995,415.269989,415.51001,62122300.0,Monday,1,0.8535168802549244,1,1.0790063204210745,0,-0.1105936113628621,0,-0.1009744445142723,0
5/1/23 to 5/8/23,2023-05-04,406.929993,407.269989,403.73999,405.130005,94901900.0,Thursday,2023-05-05,408.910004,413.720001,408.640015,412.630005,87844000.0,Friday,2023-05-08,412.970001,413.23999,411.279999,412.73999,50046800.0,Monday,1,1.8512575981628416,1,0.909735874302544,1,0.0823973040932982,1,0.0266546297329964,0
5/8/23 to 5/15/23,2023-05-11,411.950012,412.429993,409.970001,412.130005,70157100.0,Thursday,2023-05-12,413.420013,413.640015,409.070007,411.589996,70439400.0,Friday,2023-05-15,412.220001,413.429993,410.230011,413.01001,54289400.0,Monday,0,-0.1310288000020764,0,-0.4426532200800831,1,0.1530661595574931,1,0.3450069277194088,0
5/15/23 to 5/22/23,2023-05-18,414.899994,419.670013,414.670013,419.230011,97177200.0,Thursday,2023-05-19,420.170013,420.720001,417.350006,418.619995,103679700.0,Friday,2023-05-22,418.640015,420.390015,417.350006,418.790009,60745400.0,Monday,0,-0.145508666840164,0,-0.3689025756342983,1,0.0047823802587327,1,0.0406129668985306,0
5/29/23 to 6/5/23,2023-06-01,418.089996,422.920013,416.790009,421.820007,88865000.0,Thursday,2023-06-02,424.5,428.73999,423.950012,427.920013,91366700.0,Friday,2023-06-05,428.279999,429.619995,426.369995,427.100006,65460200.0,Monday,1,1.4461158548129291,1,0.8056567726737298,1,0.0841246001738161,0,-0.1916262327277447,0
6/5/23 to 6/12/23,2023-06-08,426.619995,429.600006,425.820007,429.130005,61952800.0,Thursday,2023-06-09,429.959991,431.98999,428.869995,429.899994,85742800.0,Friday,2023-06-12,430.920013,433.880005,430.170013,433.799988,76104300.0,Monday,1,0.1794302404932066,0,-0.0139540890445338,1,0.2372689030556233,1,0.9071863350619148,0
6/19/23 to 6/26/23,2023-06-22,433.950012,436.619995,433.600006,436.51001,70637200.0,Thursday,2023-06-23,432.929993,435.059998,432.470001,433.209991,92074500.0,Friday,2023-06-26,432.619995,434.609985,431.190002,431.440002,72823600.0,Monday,0,-0.7560007615862051,1,0.064675121734977,0,-0.1361916881552219,0,-0.4085752953006131,0
6/26/23 to 7/3/23,2023-06-29,435.959991,438.279999,435.540009,438.109985,67882300.0,Thursday,2023-06-30,441.440002,444.299988,441.109985,443.279999,104921500.0,Friday,2023-07-03,442.920013,444.079987,442.630005,443.790009,32793400.0,Monday,1,1.1800721684076616,1,0.4168170060854573,0,-0.0812096193855099,1,0.1150536909291101,0
7/3/23 to 7/10/23,2023-07-06,439.420013,440.100006,437.059998,439.660004,80658300.0,Thursday,2023-07-07,438.630005,442.640015,438.299988,438.549988,86076100.0,Friday,2023-07-10,438.179993,439.839996,437.589996,439.660004,62443500.0,Monday,0,-0.2524714529184306,0,-0.0182424820664053,0,-0.0843678052956554,1,0.2531104846364812,0
7/10/23 to 7/17/23,2023-07-13,447.899994,450.380005,447.450012,449.559998,72425200.0,Thursday,2023-07-14,450.480011,451.359985,448.48999,449.279999,69761800.0,Friday,2023-07-17,449.130005,451.929993,449.079987,450.839996,52680200.0,Monday,0,-0.0622828991115068,0,-0.2663851826268969,0,-0.0333854167409736,1,0.3472215552600217,0
7/17/23 to 7/24/23,2023-07-20,454.170013,455.100006,451.440002,452.179993,70591600.0,Thursday,2023-07-21,453.959991,454.170013,452.170013,452.179993,71245400.0,Friday,2023-07-24,453.369995,455.040009,452.299988,454.200012,54023400.0,Monday,0,0.0,0,-0.3921045984865168,1,0.2631699806320251,1,0.4467289644104158,0
7/24/23 to 7/31/23,2023-07-27,459.019989,459.440002,451.549988,452.48999,92194400.0,Thursday,2023-07-28,455.880005,457.779999,452.48999,456.920013,80011800.0,Friday,2023-07-31,457.410004,458.160004,456.049988,457.790009,62040400.0,Monday,1,0.9790322654430448,1,0.2281319620499697,1,0.1072378066311645,1,0.1904044417507303,0
7/31/23 to 8/7/23,2023-08-03,448.040009,450.790009,447.369995,448.839996,64276100.0,Thursday,2023-08-04,450.720001,452.899994,446.269989,446.809998,100052300.0,Friday,2023-08-07,448.709991,450.869995,447.98999,450.709991,58357500.0,Monday,0,-0.4522765390987967,0,-0.8675015511459447,1,0.4252351130244841,1,0.8728526705886278,0
8/7/23 to 8/14/23,2023-08-10,448.190002,451.700012,444.700012,445.910004,93005500.0,Thursday,2023-08-11,443.970001,446.700012,443.350006,445.649994,68664600.0,Friday,2023-08-14,444.700012,448.109985,444.380005,448.109985,47867400.0,Monday,0,-0.0583099723414194,1,0.3784023686771502,0,-0.213167735395499,1,0.5520006806058663,0
8/14/23 to 8/21/23,2023-08-17,441.160004,441.429993,435.75,436.290009,95711300.0,Thursday,2023-08-18,433.369995,437.570007,433.01001,436.5,98758400.0,Friday,2023-08-21,437.549988,440.109985,435.320007,439.339996,68719000.0,Monday,1,0.0481310586234401,1,0.7222477412170593,1,0.2405470790377972,1,0.6506290950744524,0
8/21/23 to 8/28/23,2023-08-24,444.690002,445.220001,436.859985,436.890015,88517300.0,Thursday,2023-08-25,438.679993,441.299988,435.0,439.970001,102325100.0,Friday,2023-08-28,442.23999,443.399994,439.970001,442.76001,61595400.0,Monday,1,0.7049797189803066,1,0.2940658385576294,1,0.515941767584275,1,0.6341361896626214,0
9/4/23 to 9/11/23,2023-09-07,443.109985,445.549988,442.75,444.850006,70355400.0,Thursday,2023-09-08,444.899994,447.109985,444.529999,445.519989,61659700.0,Friday,2023-09-11,448.23999,448.769989,446.470001,448.450012,60180100.0,Monday,1,0.1506087424892609,1,0.1393560369434433,1,0.6105227749949437,1,0.6576636452556578,0
9/11/23 to 9/18/23,2023-09-14,449.070007,451.079987,447.720001,450.359985,83430800.0,Thursday,2023-09-15,447.140015,447.480011,442.920013,443.369995,111761400.0,Friday,2023-09-18,443.049988,444.970001,442.559998,443.630005,55752200.0,Monday,0,-1.552089491254419,0,-0.8431408224558002,0,-0.0721760614405204,1,0.0586440225843351,1
9/18/23 to 9/25/23,2023-09-21,435.700012,435.970001,431.230011,431.390015,103976100.0,Thursday,2023-09-22,432.450012,434.100006,429.98999,430.420013,100829700.0,Friday,2023-09-25,429.170013,432.269989,428.720001,432.230011,70874500.0,Monday,0,-0.2248549957745364,0,-0.4694181856098623,0,-0.2904140054472792,1,0.4205190152252533,0
9/25/23 to 10/2/23,2023-09-28,425.480011,430.25,424.869995,428.519989,92258300.0,Thursday,2023-09-29,431.670013,431.850006,425.910004,427.480011,115078500.0,Friday,2023-10-02,426.619995,428.600006,424.459991,427.309998,83798600.0,Monday,0,-0.2426906624418911,0,-0.9706493093834602,0,-0.2011827402147169,0,-0.0397709824144229,0
10/2/23 to 10/9/23,2023-10-05,424.359985,425.369995,421.170013,424.5,70142700.0,Thursday,2023-10-06,421.970001,431.130005,420.600006,429.540009,113202700.0,Friday,2023-10-09,427.579987,432.880005,427.01001,432.290009,80374400.0,Monday,1,1.1872812720848052,1,1.7939682873332914,0,-0.4563072028058696,1,0.6402197565721985,0
10/9/23 to 10/16/23,2023-10-12,436.950012,437.339996,431.230011,433.660004,81154200.0,Thursday,2023-10-13,435.209991,436.450012,429.880005,431.5,95143100.0,Friday,2023-10-16,433.820007,437.140015,433.570007,436.040009,75433200.0,Monday,0,-0.4980869759896084,0,-0.8524599794860872,1,0.5376609501738067,1,1.0521457705677864,0
10/16/23 to 10/23/23,2023-10-19,430.950012,432.820007,425.730011,426.429993,121323000.0,Thursday,2023-10-20,425.980011,426.540009,421.079987,421.190002,123845800.0,Friday,2023-10-23,419.609985,424.450012,417.799988,420.459991,92035100.0,Monday,0,-1.228804513288546,0,-1.1244680211062763,0,-0.3751316490176322,0,-0.1733210656790448,0
10/23/23 to 10/30/23,2023-10-26,416.450012,417.329987,411.600006,412.549988,115156800.0,Thursday,2023-10-27,414.190002,414.600006,409.209991,410.679993,107367700.0,Friday,2023-10-30,413.559998,416.679993,412.220001,415.589996,86562700.0,Monday,0,-0.4532771917084531,0,-0.8474393353415538,1,0.7012771620457252,1,1.1955788165214956,0
10/30/23 to 11/6/23,2023-11-02,426.579987,430.920013,426.559998,430.76001,94938900.0,Thursday,2023-11-03,433.140015,436.290009,433.01001,434.690002,100110800.0,Friday,2023-11-06,435.470001,436.149994,433.679993,435.690002,67831700.0,Monday,1,0.9123391003728434,1,0.3578489509910524,1,0.1794379894663489,1,0.2300489993786422,0
