PrecedingWeekToFollowingWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent
2/25/08 to 3/3/08,2008-02-29,135.600006,135.679993,132.779999,133.820007,252715200,Friday,2008-03-03,133.139999,133.809998,132.240005,133.5,189483500,Monday,0,-0.5081512213640932,0,-0.23913240417033002
3/3/08 to 3/10/08,2008-03-07,129.770004,131.740005,128.580002,129.710007,326434600,Friday,2008-03-10,129.839996,129.929993,127.589996,128.0,235683600,Monday,1,0.10021508980415307,0,-1.3183308208440623
3/10/08 to 3/17/08,2008-03-14,132.770004,132.809998,127.779999,129.610001,484687800,Friday,2008-03-17,126.57,129.259995,126.07,128.300003,405311100,Monday,0,-2.345498786008047,0,-1.0107229302467233
3/17/08 to 3/24/08,2008-03-20,130.050003,132.910004,129.259995,132.080002,245320700,Thursday,2008-03-24,133.309998,135.809998,133.240005,134.720001,208977300,Monday,1,0.9312507430155851,1,1.9987878255786133
3/24/08 to 3/31/08,2008-03-28,132.990005,133.360001,131.059998,131.509995,180896100,Friday,2008-03-31,131.289993,132.729996,131.089996,131.970001,166692100,Monday,0,-0.16728918589039093,1,0.3497878621316903
3/31/08 to 4/7/08,2008-04-04,137.119995,137.960007,136.119995,136.889999,204446800,Friday,2008-04-07,137.869995,138.570007,136.740005,136.960007,154245500,Monday,1,0.715900363181389,1,0.05114179305385297
4/7/08 to 4/14/08,2008-04-11,134.490005,135.119995,133.009995,133.380005,222973300,Friday,2008-04-14,133.190002,133.539993,132.550003,132.929993,160522000,Monday,0,-0.14245238632283644,0,-0.3373909005326661
4/14/08 to 4/21/08,2008-04-18,138.940002,139.559998,138.259995,138.479996,218530600,Friday,2008-04-21,138.229996,138.979996,137.850006,138.550003,118587400,Monday,0,-0.18053148990558895,1,0.0505538720552851
4/21/08 to 4/28/08,2008-04-25,139.399994,139.889999,137.910004,139.600006,190788100,Friday,2008-04-28,139.880005,140.25,139.380005,139.630005,105610200,Monday,1,0.20057234094961546,1,0.02148925409072236
4/28/08 to 5/5/08,2008-05-02,142.339996,142.369995,140.559998,141.509995,181585500,Friday,2008-05-05,141.050003,141.610001,140.410004,140.830002,118504500,Monday,0,-0.3250597245798784,0,-0.48052648153934
5/5/08 to 5/12/08,2008-05-09,138.600006,139.389999,138.449997,138.899994,152588200,Friday,2008-05-12,139.25,140.559998,138.729996,140.460007,147865900,Monday,1,0.25198417215194957,1,1.123119558954047
5/12/08 to 5/19/08,2008-05-16,142.860001,142.869995,141.610001,142.660004,204236800,Friday,2008-05-19,142.809998,144.300003,142.300003,143.050003,165664400,Monday,1,0.10514089148632075,1,0.273376551987211
5/19/08 to 5/26/08,2008-05-23,139.050003,139.660004,137.520004,137.639999,181376400,Friday,2008-05-27,137.800003,139.0,137.529999,138.660004,168322900,Tuesday,1,0.11624818451213074,1,0.7410672823384703
5/26/08 to 6/2/08,2008-05-30,140.470001,140.740005,139.940002,140.350006,117362000,Friday,2008-06-02,139.830002,139.860001,138.0,138.899994,181069900,Monday,0,-0.3705051498180913,0,-1.0331399629580458
6/2/08 to 6/9/08,2008-06-06,139.550003,139.800003,136.220001,136.289993,384276300,Friday,2008-06-09,136.860001,137.5,135.410004,136.619995,228263900,Monday,1,0.4182317332718634,1,0.24213223050057608
6/9/08 to 6/16/08,2008-06-13,135.169998,136.520004,134.419998,136.149994,244726900,Friday,2008-06-16,135.550003,136.929993,135.460007,136.229996,185832500,Monday,0,-0.44068382404775475,1,0.05876019355535738
6/16/08 to 6/23/08,2008-06-20,132.839996,133.089996,131.220001,131.580002,289275700,Friday,2008-06-23,132.089996,132.229996,131.320007,131.449997,165096400,Monday,1,0.38759233336993415,0,-0.09880300807413823
6/23/08 to 6/30/08,2008-06-27,128.279999,128.860001,127.040001,127.529999,303423400,Friday,2008-06-30,127.889999,128.910004,127.300003,127.980003,258842600,Monday,1,0.2822865230321216,1,0.3528612903070694
6/30/08 to 7/7/08,2008-07-03,127.110001,127.110001,124.989998,126.309998,239352500,Thursday,2008-07-07,126.790001,127.339996,123.919998,125.019997,372427300,Monday,1,0.3800197985910907,0,-1.0212976173113308
7/7/08 to 7/14/08,2008-07-11,123.970001,125.900002,122.489998,123.839996,481124600,Friday,2008-07-14,125.260002,125.5,122.400002,122.720001,322720800,Monday,1,1.146645708870986,0,-0.9043887566017064
7/14/08 to 7/21/08,2008-07-18,126.169998,126.419998,125.150002,125.980003,267030100,Friday,2008-07-21,126.510002,126.800003,125.190002,126.050003,222863000,Monday,1,0.4207008948872653,1,0.05556437397450085
7/21/08 to 7/28/08,2008-07-25,125.889999,126.489998,125.169998,125.480003,219131000,Friday,2008-07-28,125.510002,126.059998,123.419998,123.639999,205201300,Monday,1,0.023907395029312887,0,-1.4663722951935165
7/28/08 to 8/4/08,2008-08-01,127.120003,127.279999,125.459999,126.160004,248690900,Friday,2008-08-04,126.040001,126.139999,124.760002,124.989998,188239600,Monday,0,-0.09511968626760425,0,-0.9273985121306755
8/4/08 to 8/11/08,2008-08-08,126.580002,129.929993,126.379997,129.369995,260811700,Friday,2008-08-11,129.470001,131.509995,129.229996,130.710007,249425800,Monday,1,0.07730231418808325,1,1.0357981385096302
8/11/08 to 8/18/08,2008-08-15,129.929993,130.5,129.300003,130.169998,181000800,Friday,2008-08-18,130.429993,130.479996,127.660004,128.389999,172275100,Monday,1,0.19973496504164,0,-1.3674418278780365
8/18/08 to 8/25/08,2008-08-22,128.669998,129.649994,127.800003,129.649994,167715300,Friday,2008-08-25,128.800003,129.649994,126.75,127.019997,171936900,Monday,0,-0.6556043496615886,0,-2.028536152496844
8/25/08 to 9/1/08,2008-08-29,129.729996,130.139999,128.509995,128.789993,189195800,Friday,2008-09-02,130.029999,130.710007,127.519997,127.989998,252364900,Tuesday,1,0.9628123824806745,0,-0.6211623910873337
9/1/08 to 9/8/08,2008-09-05,123.290001,124.949997,122.0,124.419998,289503400,Friday,2008-09-08,128.039993,128.240005,124.419998,126.989998,364075300,Monday,1,2.9094961084953583,1,2.065584344407394
9/8/08 to 9/15/08,2008-09-12,124.290001,126.209999,123.830002,126.089996,297851200,Friday,2008-09-15,121.629997,125.650002,119.889999,120.089996,483607000,Monday,0,-3.537155318808953,0,-4.758505980125497
9/15/08 to 9/22/08,2008-09-19,126.699997,128.0,123.330002,124.120003,501087800,Friday,2008-09-22,124.449997,124.75,120.360001,121.309998,249966500,Monday,1,0.2658668965710541,0,-2.263942098035563
9/22/08 to 9/29/08,2008-09-26,118.830002,121.5,118.510002,120.849998,285917400,Friday,2008-09-29,119.139999,119.339996,110.970001,111.379997,459562300,Monday,0,-1.4149764404629914,0,-7.836161486738293
9/29/08 to 10/6/08,2008-10-03,112.860001,115.449997,109.68,110.339996,461798000,Friday,2008-10-06,107.150002,107.620003,100.639999,104.720001,610637500,Monday,0,-2.8910586511168614,0,-5.093343487161268
10/6/08 to 10/13/08,2008-10-10,86.760002,93.940002,83.580002,88.5,871026300,Friday,2008-10-13,93.870003,101.349998,89.949997,101.349998,455584000,Monday,1,6.0677999999999965,1,14.519771751412428
10/13/08 to 10/20/08,2008-10-17,91.989998,98.589996,91.650002,93.209999,476649000,Friday,2008-10-20,95.349998,99.099998,94.089996,98.809998,321294200,Monday,1,2.295889950604981,1,6.007938053942042
10/20/08 to 10/27/08,2008-10-24,84.059998,89.919998,84.0,87.040001,545812600,Friday,2008-10-27,85.970001,89.510002,83.699997,83.949997,397288600,Monday,0,-1.2293198388175655,0,-3.550096466565996
10/27/08 to 11/3/08,2008-10-31,95.080002,98.57,94.480003,96.830002,411394000,Friday,2008-11-03,96.779999,97.690002,95.949997,97.110001,205419400,Monday,0,-0.051639986540524485,1,0.28916554189475663
11/3/08 to 11/10/08,2008-11-07,91.650002,94.0,90.5,93.860001,380391000,Friday,2008-11-10,95.209999,95.529999,90.919998,92.629997,301773000,Monday,1,1.4383102339834828,0,-1.310466638499177
11/10/08 to 11/17/08,2008-11-14,89.410004,92.059998,86.519997,86.620003,540352300,Friday,2008-11-17,86.379997,88.559998,85.160004,85.470001,415254900,Monday,0,-0.27707918689404104,0,-1.3276402218549919
11/17/08 to 11/24/08,2008-11-21,77.459999,80.900002,74.339996,79.519997,718536500,Friday,2008-11-24,81.919998,86.989998,80.360001,85.029999,523305300,Monday,1,3.0181100233190437,1,6.929077223179473
11/24/08 to 12/1/08,2008-11-28,88.629997,90.129997,88.480003,90.089996,118308100,Friday,2008-12-01,87.510002,87.550003,81.860001,82.110001,369927100,Monday,0,-2.863796330948887,0,-8.857803701090187
12/1/08 to 12/8/08,2008-12-05,83.650002,88.419998,82.239998,87.93,471905300,Friday,2008-12-08,90.339996,92.379997,88.080002,91.0,412859300,Monday,1,2.740812009553045,1,3.4914136244740055
12/8/08 to 12/15/08,2008-12-12,85.550003,89.07,85.199997,88.989998,415060400,Friday,2008-12-15,89.019997,89.150002,86.290001,87.75,256694200,Monday,1,0.033710530030581255,0,-1.3934127743209972
12/15/08 to 12/22/08,2008-12-19,89.099998,90.620003,88.089996,88.190002,301451300,Friday,2008-12-22,88.580002,88.669998,85.489998,87.059998,243759500,Monday,1,0.4422269998360884,0,-1.2813289198020585
12/22/08 to 12/29/08,2008-12-26,87.239998,87.300003,86.5,87.160004,74767700,Friday,2008-12-29,87.239998,87.330002,85.599998,86.910004,127795900,Monday,1,0.091778334475523,0,-0.28682880739656685
12/29/08 to 1/5/09,2009-01-02,90.440002,93.440002,89.849998,92.959999,227566300,Friday,2009-01-05,92.629997,93.660004,91.889999,92.849998,240349700,Monday,0,-0.35499354942978567,0,-0.11833154172043063
1/5/09 to 1/12/09,2009-01-09,91.160004,91.32,85.360001,89.089996,330953600,Friday,2009-01-12,88.839996,88.910004,86.410004,86.949997,277858500,Monday,0,-0.2806151209166066,0,-2.4020643125856727
1/12/09 to 1/19/09,2009-01-16,85.860001,85.989998,83.050003,85.059998,399237200,Friday,2009-01-20,84.230003,85.059998,80.050003,80.57,419855200,Tuesday,0,-0.9757759458212035,0,-5.278624624468014
1/19/09 to 1/26/09,2009-01-23,80.900002,83.989998,80.57,83.110001,386800600,Friday,2009-01-26,83.589996,85.360001,82.809998,83.68,317978800,Monday,1,0.5775418051071884,1,0.6858368344863934
1/26/09 to 2/2/09,2009-01-30,84.980003,85.400002,82.209999,82.830002,383383600,Friday,2009-02-02,81.57,83.18,81.309998,82.580002,288233300,Monday,0,-1.52119035322491,0,-0.30182300369858744
2/2/09 to 2/9/09,2009-02-06,84.860001,87.339996,84.68,86.980003,366101700,Friday,2009-02-09,86.959999,87.739998,86.32,87.099998,240075200,Monday,0,-0.022998389641352545,1,0.13795699685133714
2/9/09 to 2/16/09,2009-02-13,83.550003,84.239998,82.739998,82.760002,293998400,Friday,2009-02-17,80.160004,82.959999,79.169998,79.220001,478910100,Tuesday,0,-3.141611813880816,0,-4.27742981446521
2/16/09 to 2/23/09,2009-02-20,76.730003,78.339996,75.769997,77.419998,477176600,Friday,2009-02-23,78.269997,78.269997,74.589996,74.650002,379641400,Monday,1,1.0979062541437896,0,-3.577881776747147
2/23/09 to 3/2/09,2009-02-27,74.010002,75.690002,73.809998,73.93,470510900,Friday,2009-03-02,72.519997,73.919998,70.370003,70.599998,426452600,Monday,0,-1.9072135804139092,0,-4.504263492492909
3/2/09 to 3/9/09,2009-03-06,69.400002,70.449997,67.099998,68.919998,490470000,Friday,2009-03-09,67.949997,70.0,67.730003,68.110001,379905300,Monday,0,-1.4074303948761149,0,-1.1752713631825842
3/9/09 to 3/16/09,2009-03-13,76.010002,76.980003,74.730003,76.089996,337474700,Friday,2009-03-16,76.959999,77.970001,75.809998,75.860001,360644900,Monday,1,1.1433868389216328,0,-0.30226706806503495
3/16/09 to 3/23/09,2009-03-20,78.760002,78.910004,76.529999,76.709999,371078200,Friday,2009-03-23,78.739998,82.290001,78.309998,82.220001,419933300,Monday,1,2.646329065914867,1,7.182899324506575
3/23/09 to 3/30/09,2009-03-27,82.050003,82.529999,81.309998,81.610001,322332300,Friday,2009-03-30,79.800003,79.870003,77.959999,78.790001,324108500,Monday,0,-2.217862979808067,0,-3.455458847500802
3/30/09 to 4/6/09,2009-04-03,83.489998,84.279999,82.669998,84.260002,284646300,Friday,2009-04-06,83.339996,84.279999,82.290001,83.599998,264866600,Monday,0,-1.0918656280117354,0,-0.7832945458510678
4/6/09 to 4/13/09,2009-04-09,84.669998,85.82,84.330002,85.809998,269653500,Thursday,2009-04-13,84.919998,86.540001,84.580002,85.830002,224847500,Monday,0,-1.0371751785846521,1,0.023311968845402067
4/13/09 to 4/20/09,2009-04-17,86.830002,87.650002,86.139999,87.080002,262649000,Friday,2009-04-20,85.540001,87.050003,83.339996,83.43,293690100,Monday,0,-1.7684898537324214,0,-4.191550202307054
4/20/09 to 4/27/09,2009-04-24,86.029999,87.309998,85.690002,86.660004,287703000,Friday,2009-04-27,85.68,87.010002,85.540001,85.839996,289581600,Monday,0,-1.1308607832512838,0,-0.9462358206214732
4/27/09 to 5/4/09,2009-05-01,87.440002,88.209999,86.720001,87.889999,236110300,Friday,2009-05-04,88.550003,90.940002,88.379997,90.879997,287120000,Monday,1,0.7509432330292787,1,3.401977510547019
5/4/09 to 5/11/09,2009-05-08,92.029999,93.220001,91.440002,92.980003,299081700,Friday,2009-05-11,91.699997,92.110001,91.040001,91.239998,247923600,Monday,0,-1.376646546247154,0,-1.871375504257616
5/11/09 to 5/18/09,2009-05-15,89.370003,90.0,88.150002,88.709999,271502700,Friday,2009-05-18,89.550003,91.339996,88.57,91.230003,241447400,Monday,1,0.946910167364569,1,2.8407214839445554
5/18/09 to 5/25/09,2009-05-22,89.459999,90.0,88.68,89.019997,166811900,Friday,2009-05-26,88.360001,91.559998,88.32,91.300003,236318500,Tuesday,0,-0.7414019571355487,1,2.561229023631623
5/25/09 to 6/1/09,2009-05-29,91.419998,93.699997,90.68,92.529999,258641500,Friday,2009-06-01,93.669998,95.169998,93.43,94.769997,276246800,Monday,1,1.2320317867938193,1,2.420834350165723
6/1/09 to 6/8/09,2009-06-05,95.489998,95.669998,93.800003,94.550003,284257900,Friday,2009-06-08,93.839996,95.099998,93.040001,94.160004,238565100,Monday,0,-0.7509328159407932,0,-0.4124790984935274
6/8/09 to 6/15/09,2009-06-12,94.400002,95.139999,94.0,95.080002,184361800,Friday,2009-06-15,93.959999,94.019997,92.400002,92.900002,224190500,Monday,0,-1.177958536433347,0,-2.2928060098273795
6/15/09 to 6/22/09,2009-06-19,92.580002,92.699997,91.519997,92.040001,215655600,Friday,2009-06-22,91.139999,91.190002,89.25,89.279999,251913600,Monday,0,-0.9778378859426572,0,-2.998698359423095
6/22/09 to 6/29/09,2009-06-26,91.769997,92.239998,91.269997,91.839996,167579000,Friday,2009-06-29,92.110001,92.82,91.599998,92.699997,168481300,Monday,1,0.2939950040938565,1,0.9364122794604617
6/29/09 to 7/6/09,2009-07-02,91.129997,92.360001,89.760002,89.809998,212309900,Thursday,2009-07-06,88.940002,89.93,88.660004,89.800003,174499600,Monday,0,-0.9687072924775995,0,-0.01112905046494859
7/6/09 to 7/13/09,2009-07-10,87.699997,88.489998,87.349998,87.959999,173520300,Friday,2009-07-13,88.309998,90.169998,87.589996,90.099998,217413500,Monday,1,0.3979070077069883,1,2.4329229471682954
7/13/09 to 7/20/09,2009-07-17,94.059998,94.32,93.540001,94.129997,138561700,Friday,2009-07-20,94.68,95.290001,94.190002,95.129997,164179400,Monday,1,0.5843015165505676,1,1.0623605990341207
7/20/09 to 7/27/09,2009-07-24,97.199997,98.139999,96.690002,98.059998,154003100,Friday,2009-07-27,97.879997,98.400002,97.339996,98.349998,159259400,Monday,0,-0.18356210857763847,1,0.2957373097233862
7/27/09 to 8/3/09,2009-07-31,98.650002,99.470001,98.379997,98.809998,207358000,Friday,2009-08-03,99.849998,100.529999,99.309998,100.440002,175776900,Monday,1,1.0525250693760833,1,1.6496346857531703
8/3/09 to 8/10/09,2009-08-07,100.940002,102.029999,100.389999,101.199997,220640900,Friday,2009-08-10,100.739998,101.220001,100.269997,100.989998,130898700,Monday,0,-0.4545444798777971,0,-0.20750889943207834
8/10/09 to 8/17/09,2009-08-14,101.519997,101.599998,99.699997,100.790001,199616100,Friday,2009-08-17,98.849998,98.949997,98.110001,98.309998,237667500,Monday,0,-1.9247970837900918,0,-2.460564515720176
8/17/09 to 8/24/09,2009-08-21,101.82,103.129997,101.620003,102.970001,224605000,Friday,2009-08-24,103.389999,103.949997,102.589996,102.959999,191279000,Monday,1,0.4078838457037664,0,-0.009713508694634339
8/24/09 to 8/31/09,2009-08-28,104.230003,104.349998,102.669998,103.379997,147024400,Friday,2009-08-31,102.370003,102.580002,101.790001,102.459999,176051600,Monday,0,-0.9769723634253985,0,-0.8899187721973012
8/31/09 to 9/7/09,2009-09-04,100.849998,102.089996,100.550003,102.059998,142687900,Friday,2009-09-08,103.0,103.050003,102.389999,102.940002,132909100,Tuesday,1,0.9210288246331407,1,0.8622418354348917
9/7/09 to 9/14/09,2009-09-11,104.989998,105.300003,104.279999,104.769997,152360100,Friday,2009-09-14,103.879997,105.459999,103.150002,105.279999,149593800,Monday,0,-0.8494798372476813,1,0.48678248983819294
9/14/09 to 9/21/09,2009-09-18,107.150002,107.160004,106.360001,106.720001,153799100,Friday,2009-09-21,105.889999,107.0,105.660004,106.449997,151892000,Monday,0,-0.7777379987093453,0,-0.25300224650485165
9/21/09 to 9/28/09,2009-09-25,104.779999,105.360001,104.089996,104.449997,204059000,Friday,2009-09-28,104.849998,106.550003,104.830002,106.32,118285800,Monday,1,0.3829593216742775,1,1.7903332251890798
9/28/09 to 10/5/09,2009-10-02,102.019997,103.099998,101.989998,102.489998,224748800,Friday,2009-10-05,102.900002,104.32,102.599998,104.019997,149875000,Monday,1,0.40004293882413844,1,1.4928276220670857
10/5/09 to 10/12/09,2009-10-09,106.639999,107.260002,106.360001,107.260002,135008300,Friday,2009-10-12,107.760002,108.089996,107.279999,107.68,118031000,Monday,1,0.4661569929860714,1,0.3915700094803343
10/12/09 to 10/19/09,2009-10-16,108.800003,109.269997,108.230003,108.889999,192069400,Friday,2009-10-19,109.07,110.129997,108.730003,109.790001,159530400,Monday,1,0.16530535554508552,1,0.8265240226515206
10/19/09 to 10/26/09,2009-10-23,109.690002,109.760002,107.629997,108.080002,240033200,Friday,2009-10-26,108.199997,109.309998,106.610001,106.910004,242028200,Monday,1,0.11102423924825887,0,-1.0825295876659888
10/26/09 to 11/2/09,2009-10-30,106.300003,106.620003,103.440002,103.559998,325608100,Friday,2009-11-02,104.129997,105.410004,103.080002,104.32,254222900,Monday,1,0.5504046069989398,1,0.7338760280779458
11/2/09 to 11/9/09,2009-11-06,106.260002,107.400002,106.050003,107.129997,170954100,Friday,2009-11-09,107.949997,109.629997,107.870003,109.57,159495700,Monday,1,0.7654252057899275,1,2.27760951024762
11/9/09 to 11/16/09,2009-11-13,109.309998,110.089996,108.75,109.620003,150963000,Friday,2009-11-16,110.379997,111.690002,110.32,111.209999,210922200,Monday,1,0.6932986491525694,1,1.4504615549043538
11/16/09 to 11/23/09,2009-11-20,109.25,109.760002,109.010002,109.43,134196000,Friday,2009-11-23,110.720001,111.739998,110.599998,110.82,148010200,Monday,1,1.1788366992597912,1,1.270218404459459
11/23/09 to 11/30/09,2009-11-27,108.400002,110.32,108.290001,109.57,126001800,Friday,2009-11-30,109.480003,110.199997,108.120003,109.940002,160874800,Monday,0,-0.08213653372273139,1,0.3376854978552649
11/30/09 to 12/7/09,2009-12-04,111.839996,112.379997,110.040001,111.010002,274907800,Friday,2009-12-07,110.910004,111.529999,110.489998,110.839996,127973800,Monday,0,-0.09008017133447072,0,-0.15314475897406143
12/7/09 to 12/14/09,2009-12-11,111.110001,111.360001,110.610001,111.110001,124854000,Friday,2009-12-14,111.870003,112.0,111.129997,111.870003,107141500,Monday,1,0.6840086339302617,1,0.6840086339302617
12/14/09 to 12/21/09,2009-12-18,110.199997,110.300003,109.279999,110.209999,174591200,Friday,2009-12-21,110.760002,111.699997,110.760002,111.330002,118039600,Monday,1,0.49904999999138355,1,1.0162444516490712
12/21/09 to 12/28/09,2009-12-24,112.190002,112.599998,112.0,112.480003,39677500,Thursday,2009-12-28,112.900002,112.989998,112.32,112.720001,87508500,Monday,1,0.3733988164989685,1,0.21336948221809698
12/28/09 to 1/4/10,2009-12-31,112.769997,112.800003,111.389999,111.440002,90637900,Thursday,2010-01-04,112.370003,113.389999,111.510002,113.330002,118944600,Monday,1,0.8345306741828576,1,1.6959798690599326
1/4/10 to 1/11/10,2010-01-08,113.889999,114.620003,113.660004,114.57,126402800,Friday,2010-01-11,115.080002,115.129997,114.239998,114.730003,106375700,Monday,1,0.44514445317273293,1,0.1396552326088882
1/11/10 to 1/18/10,2010-01-15,114.730003,114.839996,113.199997,113.639999,212283100,Friday,2010-01-19,113.620003,115.129997,113.589996,115.059998,139172700,Tuesday,0,-0.01759591708550272,1,1.2495591451034684
1/18/10 to 1/25/10,2010-01-22,111.199997,111.739998,109.089996,109.209999,345942400,Friday,2010-01-25,110.209999,110.410004,109.410004,109.769997,186937500,Monday,1,0.9156670718401894,1,0.512771728896369
1/25/10 to 2/1/10,2010-01-29,109.040001,109.800003,107.220001,107.389999,310677600,Friday,2010-02-01,108.150002,109.07,107.5,109.059998,187865000,Monday,1,0.7077037033960654,1,1.555078699646873
2/1/10 to 2/8/10,2010-02-05,106.559998,106.879997,104.580002,106.660004,493585800,Friday,2010-02-08,106.739998,107.330002,105.809998,105.889999,224166900,Monday,1,0.07499905962876134,0,-0.7219247807266139
2/8/10 to 2/15/10,2010-02-12,106.989998,108.099998,106.510002,108.040001,304622100,Friday,2010-02-16,108.860001,109.849998,107.82,109.739998,159317500,Tuesday,1,0.7589781492134503,1,1.573488508205397
2/15/10 to 2/22/10,2010-02-19,110.620003,111.57,110.360001,111.139999,222684900,Friday,2010-02-22,111.550003,111.580002,110.830002,111.160004,132346900,Monday,1,0.3689076873214662,1,0.017999820208741957
2/22/10 to 3/1/10,2010-02-26,110.769997,111.120003,110.110001,110.739998,173589300,Friday,2010-03-01,111.199997,112.0,111.169998,111.889999,147709700,Monday,1,0.41538649838154795,1,1.0384694065101963
3/1/10 to 3/8/10,2010-03-05,113.370003,114.339996,113.099998,114.25,176118800,Friday,2010-03-08,114.260002,114.519997,114.07,114.269997,114631200,Monday,1,0.008754485776805309,1,0.017502844638952818
3/8/10 to 3/15/10,2010-03-12,115.949997,115.970001,115.139999,115.459999,162074800,Friday,2010-03-15,115.260002,115.57,114.599998,115.489998,146816800,Monday,0,-0.1732175660247461,1,0.025982158548263686
3/15/10 to 3/22/10,2010-03-19,115.970001,117.290001,115.519997,115.970001,226641100,Friday,2010-03-22,115.309998,116.800003,115.239998,116.589996,184477800,Monday,0,-0.569115283529232,1,0.5346167066084642
3/22/10 to 3/29/10,2010-03-26,116.870003,117.419998,116.120003,116.580002,205808500,Friday,2010-03-29,117.169998,117.529999,116.690002,117.32,134513500,Monday,1,0.5060867986603856,1,0.6347555217918078
3/29/10 to 4/5/10,2010-04-01,117.800003,118.25,117.099998,117.800003,161215200,Thursday,2010-04-05,118.25,118.839996,117.919998,118.760002,105847600,Monday,1,0.3820008391680569,1,0.8149397075991555
4/5/10 to 4/12/10,2010-04-09,119.019997,119.599998,118.800003,119.550003,133006500,Friday,2010-04-12,119.699997,120.050003,119.559998,119.739998,110279000,Monday,1,0.12546549246008168,1,0.1589251319383038
4/12/10 to 4/19/10,2010-04-16,120.860001,121.290001,118.75,119.360001,366786700,Friday,2010-04-19,119.010002,119.93,118.470001,119.809998,217947800,Monday,0,-0.2932297227443864,1,0.37700820729718004
4/19/10 to 4/26/10,2010-04-23,120.940002,121.860001,120.629997,121.809998,177335500,Friday,2010-04-26,121.849998,122.120003,121.230003,121.349998,143457300,Monday,1,0.032838026973784414,0,-0.3776373101984566
4/26/10 to 5/3/10,2010-04-30,120.879997,121.010002,118.779999,118.809998,270000900,Friday,2010-05-03,119.379997,120.68,119.199997,120.349998,182747900,Monday,1,0.4797567625579877,1,1.2961872114500048
5/3/10 to 5/10/10,2010-05-07,112.639999,113.769997,109.410004,111.260002,637558800,Friday,2010-05-10,115.809998,116.650002,114.910004,116.160004,396159600,Monday,1,4.08951637444694,1,4.4041002264227895
5/10/10 to 5/17/10,2010-05-14,115.120003,115.330002,112.870003,113.889999,345601400,Friday,2010-05-17,114.199997,114.519997,111.769997,113.949997,325739800,Monday,1,0.27219071272447115,1,0.05268065723663156
5/17/10 to 5/24/10,2010-05-21,105.910004,109.379997,105.360001,109.110001,500909400,Friday,2010-05-24,108.519997,109.389999,107.610001,107.709999,269823000,Monday,0,-0.5407423651292913,0,-1.2831106105479742
5/24/10 to 5/31/10,2010-05-28,110.639999,110.720001,108.849998,109.370003,297933500,Friday,2010-06-01,108.349998,109.949997,107.370003,107.529999,277909400,Tuesday,0,-0.9326186084131293,0,-1.682366233454335
5/31/10 to 6/7/10,2010-06-04,108.610001,109.330002,106.459999,106.82,398475600,Friday,2010-06-07,107.199997,107.610001,105.410004,105.489998,264609100,Monday,1,0.35573581726268777,0,-1.2450870623478687
6/7/10 to 6/14/10,2010-06-11,108.190002,109.75,108.120003,109.68,214128200,Friday,2010-06-14,110.519997,111.120003,109.400002,109.510002,207196100,Monday,1,0.7658615973741764,0,-0.15499452954048756
6/14/10 to 6/21/10,2010-06-18,111.830002,112.129997,111.370003,111.730003,174006600,Friday,2010-06-21,113.120003,113.199997,110.790001,111.410004,213140700,Monday,1,1.2440704937598548,0,-0.28640382297313255
6/21/10 to 6/28/10,2010-06-25,107.739998,108.419998,106.769997,107.870003,238726500,Friday,2010-06-28,108.029999,108.32,107.139999,107.529999,169218600,Monday,1,0.1483229772414178,0,-0.315197914660291
6/28/10 to 7/5/10,2010-07-02,103.110001,103.419998,101.620003,102.199997,233385200,Friday,2010-07-06,103.639999,104.370003,101.879997,102.870003,256935300,Tuesday,1,1.409003955254526,1,0.6555831894985289
7/5/10 to 7/12/10,2010-07-09,107.129997,107.970001,106.93,107.959999,144999900,Friday,2010-07-12,107.599998,108.239998,107.150002,108.029999,131283600,Monday,0,-0.33345776522283677,1,0.06483882979658734
7/12/10 to 7/19/10,2010-07-16,109.089996,109.209999,106.449997,106.660004,282693400,Friday,2010-07-19,107.050003,107.629997,106.220001,107.290001,186709000,Monday,1,0.36564690171960157,1,0.5906590815428837
7/19/10 to 7/26/10,2010-07-23,109.239998,110.57,108.93,110.410004,222020800,Friday,2010-07-26,110.599998,111.669998,110.290001,111.559998,184445700,Monday,1,0.17208042126327489,1,1.0415668493228134
7/26/10 to 8/2/10,2010-07-30,109.169998,110.860001,108.980003,110.269997,220070600,Friday,2010-08-02,111.989998,112.940002,111.540001,112.760002,188263200,Monday,1,1.5598086939278655,1,2.258098365596216
8/2/10 to 8/9/10,2010-08-06,111.739998,112.57,110.919998,112.389999,239728300,Friday,2010-08-09,112.919998,113.18,112.32,112.989998,120800400,Monday,1,0.47157131836970984,1,0.533854440198008
8/9/10 to 8/16/10,2010-08-13,108.290001,108.959999,108.18,108.309998,158698500,Friday,2010-08-16,107.57,108.610001,107.18,108.260002,147895300,Monday,0,-0.683222245096893,0,-0.04616009687304495
