"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","UnemploymentRateOutcome","wasItPresidentialElectionWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","FOMCPivotAction","PrecedingWeekFridayMonth","UnemploymentActualMinusPreviousInPercent","isItLastFridayOfTheMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","FridayVolumeMinusThursdayVolume","wasFridayOpenHigherThanThursdayClose","wasFridayHighHigherThanThursdayHigh","wasFridayLowLowerThanThursdayLow","wasFridayHighLowerThanThursdayLow","wasFridayLowHigherThanThursdayHigh","PrecedingWeekFridayHighMinusPrecedingWeekFridayOpen","FridayCloseMinusThursdayHighInPercent","wasFridayCloseHigherThanThursdayHigh","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"2013-04-15 to 2013-04-22","4/18/13",146.100006,146.119995,144.770004,145.179993,8277100,"Thursday","",0,"4/19/13",144.710007,145.210007,144.360001,145.139999,6028600,"Friday",0.728346885,"4/22/13",145.380005,145.570007,144.240005,145.320007,11711700,"Monday",0,-0.027547873,1,0.297140473498836,1,0.165361720858233,1.001653617,1,0.124023702108483,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,0.728346884778485,"Even","Even",-2248500,0,0,0,0,0,0.5,-0.67067891700927,0,1,1,1,1
"2013-04-22 to 2013-04-29","4/25/13",146.639999,147.419998,146.360001,146.759995,4160500,"Thursday","",0,"4/26/13",146.550003,147.149994,146.520004,146.880005,3242600,"Friday",0.779377479,"4/29/13",147.199997,148.149994,146.910004,147.860001,6132000,"Monday",1,0.081772965,1,0.225180479866662,1,0.217859469707933,1.002178595,1,0.667208582951777,0,0,"Baseline","Baseline",3.2,1,0,"","","","","","Apr",0,1,0,0,0.779377478668429,"Even","Even",-917900,0,0,1,0,0,0.599990999999989,-0.366295622931688,0,1,1,1,1
"2013-04-29 to 2013-05-06","5/2/13",147.119995,148.050003,146.910004,147.960007,4340700,"Thursday","BASELINE",0,"5/3/13",149.259995,149.820007,149.199997,149.360001,5929900,"Friday",1.366116064,"5/6/13",149.360001,149.600006,149.139999,149.429993,3110600,"Monday",1,0.94619757621397,1,0.067001208,0,0,1,1,0.046861274,0,1,"Baseline","",0,0,1,"5/1/13","Pause","Match","","","May",-0.1,0,0,0,1.36611606422927,"Odd","Even",1589200,1,1,1,0,1,0.560012,0.884834835160393,1,0,0,1,1
"2013-05-06 to 2013-05-13","5/9/13",150.899994,151.369995,150.389999,150.839996,3948500,"Thursday","",0,"5/10/13",150.910004,151.100006,150.289993,151.039993,4138200,"Friday",1.048043561,"5/13/13",150.75,151.009995,150.479996,150.860001,3841500,"Monday",1,0.132588839368569,1,0.086136768,0,-0.191997493,0.998080025,0,-0.119168438,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,1.04804356084589,"Odd","Even",189700,1,0,0,0,0,0.190002000000021,-0.21801018094767,0,0,0,1,1
"2013-05-13 to 2013-05-20","5/16/13",152.639999,153.110001,152.240005,152.449997,8194700,"Thursday","",0,"5/17/13",152.419998,153.240005,152.210007,153.139999,5503200,"Friday",0.671556006,"5/20/13",153.039993,153.559998,152.820007,153.039993,4464700,"Monday",1,0.452608733078553,1,0.472379615173592,0,-0.065303644,0.999346964,0,-0.065303644,0,0,"Baseline","Upbeat",5.7,1,0,"","","","","","May",0,0,0,0,0.671556005711008,"Odd","Even",-2691500,0,1,0,0,0,0.820007000000004,0.0195924497446628,1,0,0,1,1
"2013-05-27 to 2013-06-03","5/30/13",152.860001,153.800003,152.600006,153.100006,8231800,"Thursday","",0,"5/31/13",152.610001,153.729996,150.899994,151.100006,7424700,"Friday",0.9019534,"6/3/13",151.539993,152.360001,151.100006,152.309998,10861300,"Monday",0,-1.306335677,0,-0.98944695,1,0.291189267060653,1.002911893,1,0.800788849737041,0,0,"Baseline","Baseline",0.799999999999997,1,0,"","","","","","May",0,1,0,0,0.901953400228383,"Odd","Even",-807100,0,0,0,0,0,1.11999499999999,-1.75552467316922,0,1,1,1,1
"2013-06-03 to 2013-06-10","6/6/13",149.380005,150.270004,148.309998,150.25,15155100,"Thursday","BASELINE",0,"6/7/13",151.160004,152.440002,150.699997,152.320007,8087900,"Friday",0.533675132,"6/10/13",152.789993,152.880005,151.979996,152.210007,4917900,"Monday",1,1.37770848585691,1,0.767400747,1,0.308551719013515,1.003085517,0,-0.072216383,0,1,"Baseline","",0,0,0,"","","","","","Jun",0.1,0,0,0,0.533675132463659,"Even","Odd",-7067200,1,1,1,0,1,1.27999800000001,1.36421304680341,1,0,0,0,0
"2013-06-10 to 2013-06-17","6/13/13",149.740005,151.990005,149.479996,151.759995,6208200,"Thursday","",0,"6/14/13",151.600006,152.009995,150.389999,150.660004,4639300,"Friday",0.747285848,"6/17/13",151.630005,152.580002,151.050003,151.779999,6693100,"Monday",0,-0.72482277,0,-0.620054065,1,0.643834444608156,1.006438344,1,0.743392387006718,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","","Jun",0,0,0,0,0.74728584774975,"Even","Odd",-1568900,0,1,1,0,0,0.409988999999996,-0.875058198728272,0,1,1,1,1
"2013-06-17 to 2013-06-24","6/20/13",149.839996,149.880005,147.289993,147.580002,14309900,"Thursday","",0,"6/21/13",148.029999,148.279999,146.529999,147.729996,10968600,"Friday",0.766504308,"6/24/13",146.330002,147.429993,145.169998,146.279999,14129300,"Monday",1,0.101635721620327,0,-0.202663651,0,-0.947670776,0.990523292,0,-0.981518337,1,0,"Baseline","",0,0,1,"6/19/13","Pause","Match","","","Jun",0,0,0,0,0.766504308206207,"Even","Odd",-3341300,1,0,0,0,0,0.25,-1.43448687501713,0,0,0,0,0
"2013-06-24 to 2013-07-01","6/27/13",149.690002,150.419998,149.550003,149.899994,6584600,"Thursday","",0,"6/28/13",149.320007,150.029999,148.470001,148.550003,6719200,"Friday",1.020441637,"7/1/13",149.520004,150.5,149.220001,149.419998,4895800,"Monday",0,-0.900594432,0,-0.515673697,1,0.652979455005461,1.006529795,1,0.585658015772634,0,0,"Baseline","Baseline",1.3,1,0,"","","","","","Jun",0,1,0,0,1.02044163654588,"Even","Odd",134600,0,0,0,0,0,0.709992,-1.24318243907967,0,1,1,1,1
"2013-07-08 to 2013-07-15","7/11/13",154.350006,154.619995,153.710007,154.380005,5848400,"Thursday","",0,"7/12/13",154.419998,154.759995,153.889999,154.169998,6349800,"Friday",1.08573285,"7/15/13",154.559998,154.869995,154.330002,154.639999,2751600,"Monday",0,-0.136032513,0,-0.16189613,1,0.252967506687011,1.002529675,1,0.304858925924093,0,0,"Baseline","Baseline",-1.1,1,0,"","","","","","Jul",0,0,0,0,1.08573285001026,"Even","Odd",501400,1,1,1,0,0,0.339997000000011,-0.29103415764565,0,0,1,1,1
"2013-07-15 to 2013-07-22","7/18/13",154.979996,155.740005,154.559998,155.339996,6823000,"Thursday","",0,"7/19/13",154.880005,155.139999,154.570007,155.119995,4828400,"Friday",0.70766525,"7/22/13",155.119995,155.419998,154.809998,155.110001,3165700,"Monday",0,-0.14162547,1,0.154952216072034,0,0,1,0,-0.006442754,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,0.707665249890078,"Even","Odd",-1994600,0,0,1,0,0,0.259993999999978,-0.398105804606856,0,1,1,1,1
"2013-07-22 to 2013-07-29","7/25/13",154.539993,155.25,154.199997,155.119995,5483500,"Thursday","",0,"7/26/13",154.479996,155.25,153.669998,155.160004,3859300,"Friday",0.703802316,"7/29/13",154.860001,155.139999,154.449997,154.929993,2592500,"Monday",1,0.025792291,1,0.440191621962488,0,-0.19335073,0.998066493,0,-0.148241167,0,0,"Baseline","Baseline",1.09999999999999,1,0,"","","","","","Jul",0,1,0,0,0.703802316039026,"Even","Odd",-1624200,0,0,0,0,0,0.770004,-0.0579684380032293,0,1,1,1,1
"2013-07-29 to 2013-08-05","8/1/13",155.889999,156.160004,155.669998,155.889999,4872400,"Thursday","TIGHT",0,"8/2/13",155.470001,156.240005,155.229996,156.199997,3620800,"Friday",0.743124538,"8/5/13",155.910004,156.009995,155.5,155.789993,3077100,"Monday",1,0.198856887541585,1,0.469541387601843,0,-0.185654933,0.998143451,0,-0.262486561,0,1,"Baseline","",0,0,1,"7/31/13","Pause","Match","","","Aug",-0.2,0,0,0,0.743124538215253,"Even","Even",-1251600,0,1,0,0,0,0.770004,0.0256102708603989,1,1,1,1,1
"2013-08-05 to 2013-08-12","8/8/13",155.330002,155.449997,153.990005,154.690002,5071200,"Thursday","",0,"8/9/13",154.490005,154.949997,153.330002,154.110001,4550300,"Friday",0.897282694,"8/12/13",153.449997,154.300003,153.350006,154.029999,3697300,"Monday",0,-0.374944077,0,-0.245973194,0,-0.428268117,0.995717319,0,-0.05191227,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,0.897282694431298,"Even","Even",-520900,0,0,0,0,0,0.459992,-0.862010952628056,0,1,1,1,1
"2013-08-12 to 2013-08-19","8/15/13",152.100006,152.100006,150.970001,151.119995,10021900,"Thursday","",0,"8/16/13",150.580002,151.059998,150.190002,150.5,7035200,"Friday",0.701982658,"8/19/13",150.300003,150.720001,149.660004,149.740005,4174100,"Monday",0,-0.410266689,0,-0.053129233,0,-0.132888372,0.998671116,0,-0.504980066,0,0,"Baseline","Shock",-5.5,1,0,"","","","","","Aug",0,0,0,1,0.701982657979026,"Even","Even",-2986700,0,0,0,0,0,0.479996,-1.05194341675437,0,1,1,1,1
"2013-08-19 to 2013-08-26","8/22/13",148.860001,149.610001,148.770004,149.399994,4227000,"Thursday","",0,"8/23/13",149.589996,150.009995,149.059998,149.830002,9601600,"Friday",2.271492784,"8/26/13",149.830002,150.270004,149.190002,149.210007,5770200,"Monday",1,0.28782330473187,1,0.160442547240922,0,0,1,0,-0.413798967,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,2.27149278448072,"Even","Even",5374600,1,1,1,0,0,0.41999899999999,0.147049661472829,1,0,0,1,1
"2013-09-02 to 2013-09-09","9/5/13",149.179993,149.710007,149.020004,149.119995,6021300,"Thursday","BASELINE",0,"9/6/13",149.699997,149.970001,147.770004,149.089996,9001900,"Friday",1.495009383,"9/9/13",149.5,150.779999,149.479996,150.470001,4402500,"Monday",0,-0.020117356,0,-0.407482306,1,0.275004367160883,1.002750044,1,0.925618778606703,0,1,"Baseline","",0,0,0,"","","","","","Sep",-0.1,0,0,0,1.49500938335575,"Even","Even",2980600,1,1,0,0,0,0.270004,-0.414141320559805,0,1,1,1,1
"2013-09-09 to 2013-09-16","9/12/13",153.330002,153.410004,152.779999,153.029999,5555700,"Thursday","",0,"9/13/13",153.339996,153.800003,153.210007,153.690002,4829600,"Friday",0.869305398,"9/16/13",155.330002,155.490005,154.660004,154.940002,6569000,"Monday",1,0.431289946,1,0.228254864438616,1,1.06708307544951,1.010670831,1,0.813325514824315,0,0,"Baseline","Shock",-5.2,1,0,"","","","","","Sep",0,0,0,1,0.86930539805965,"Even","Even",-726100,1,1,1,0,0,0.46000699999999,0.182516128478822,1,0,0,1,1
"2013-09-16 to 2013-09-23","9/19/13",156.869995,156.919998,156.220001,156.320007,7626600,"Thursday","",0,"9/20/13",156.160004,156.190002,154.300003,154.300003,9381000,"Friday",1.230036976,"9/23/13",154.110001,154.320007,153.320007,153.710007,8662000,"Monday",0,-1.292223586,0,-1.191086675,0,-0.12313804,0.99876862,0,-0.382369403,1,0,"Baseline","",0,0,1,"9/18/13","Pause","Match","","","Sep",0,0,0,0,1.23003697584769,"Even","Even",1754400,0,0,0,1,0,0.0299980000000062,-1.66963741613098,0,0,0,0,0
"2013-09-23 to 2013-09-30","9/26/13",152.699997,153.539993,152.470001,152.949997,5026300,"Thursday","",0,"9/27/13",152.300003,152.440002,151.759995,152.210007,6634800,"Friday",1.320016712,"9/30/13",150.789993,151.539993,150.449997,151,9426100,"Monday",0,-0.483811713,0,-0.059091266,0,-0.932930776,0.990670692,0,-0.794958902,0,0,"Baseline","Baseline",-0.5,1,0,"","","","","","Sep",0,1,0,0,1.32001671209438,"Even","Even",1608500,0,0,0,1,0,0.139998999999989,-0.866214706679073,0,1,1,0,0
"2013-09-30 to 2013-10-07","10/3/13",150.660004,150.759995,149.169998,149.669998,10949200,"Thursday","",0,"10/4/13",149.679993,150.559998,149.429993,150.429993,6867800,"Friday",0.627242173,"10/7/13",149.119995,149.850006,148.910004,149,6081100,"Monday",1,0.507780457109382,1,0.501068970520329,0,-0.870835645,0.991291644,0,-0.950603647,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,0.627242172944142,"Even","Even",-4081400,1,0,1,0,0,0.880005000000011,-0.218892286378762,0,0,0,0,0
"2013-10-07 to 2013-10-14","10/10/13",149.139999,151.009995,149.089996,150.960007,12792200,"Thursday","",0,"10/11/13",150.919998,152.220001,150.759995,152.169998,8186000,"Friday",0.639921202,"10/14/13",151.190002,152.880005,151.080002,152.800003,6470100,"Monday",1,0.801530831937496,1,0.828253390249846,0,-0.64401394,0.993559861,1,0.414013937228291,0,0,"Baseline","Baseline",-0.8,1,0,"","","","","","Oct",0,0,0,0,0.639921201982458,"Even","Even",-4606200,0,1,1,0,0,1.300003,0.76816306099473,1,0,0,1,1
"2013-10-14 to 2013-10-21","10/17/13",152.110001,153.589996,152.050003,153.479996,9916600,"Thursday","",0,"10/18/13",153.660004,153.800003,152.889999,153.600006,7714400,"Friday",0.777927919,"10/21/13",153.690002,153.759995,153.270004,153.529999,3588300,"Monday",1,0.0781926,0,-0.039045945,1,0.058591144,1.000585911,0,-0.045577472,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,0.777927918843152,"Even","Even",-2202200,1,1,1,0,0,0.139999000000017,0.00651735155979435,1,0,0,1,1
"2013-10-21 to 2013-10-28","10/24/13",154.190002,154.949997,154.100006,154.800003,5182600,"Thursday","",0,"10/25/13",154.910004,155.449997,154.789993,155.449997,4565000,"Friday",0.880832015,"10/28/13",155.199997,155.649994,154.990005,155.369995,4968800,"Monday",1,0.41989275672042,1,0.34858497582894,0,-0.160823419,0.998391766,0,-0.051464781,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","","Oct",0,1,0,0,0.880832014818817,"Even","Even",-617600,1,1,1,0,0,0.53999300000001,0.322684743259466,1,1,1,1,1
"2013-10-28 to 2013-11-04","10/31/13",155.610001,156.179993,155.100006,155.289993,8157400,"Thursday","",0,"11/1/13",155.580002,156.149994,155.080002,155.860001,5909900,"Friday",0.724483291,"11/4/13",156.259995,156.360001,155.529999,156.059998,4042500,"Monday",1,0.367060355267066,1,0.179971073660228,1,0.256636723619675,1.002566367,1,0.128318361809837,0,0,"Baseline","",0,0,1,"10/30/13","Pause","Match","","","Nov",0,0,0,0,0.724483291244759,"Even","Even",-2247500,1,0,0,0,0,0.569991999999985,-0.204886678410842,0,0,0,1,1
"2013-11-04 to 2013-11-11","11/7/13",157.720001,157.800003,155.679993,155.850006,10211000,"Thursday","BASELINE",0,"11/8/13",155.660004,157.490005,155.580002,157.490005,7594900,"Friday",0.743795906,"11/11/13",157.330002,157.729996,157.149994,157.610001,3795200,"Monday",1,1.05229319015874,1,1.17563982588617,0,-0.101595654,0.998984043,1,0.076192772,0,1,"Baseline","Baseline",-2.5,1,0,"","","","","","Nov",0.1,0,0,0,0.743795906375477,"Even","Even",-2616100,0,0,0,0,0,1.83000100000001,-0.196449932893859,0,0,0,0,0
"2013-11-11 to 2013-11-18","11/14/13",158.100006,158.809998,157.949997,158.729996,6931000,"Thursday","",0,"11/15/13",158.570007,159.300003,158.479996,159.300003,6529100,"Friday",0.942014139,"11/18/13",159.710007,159.949997,159.070007,159.440002,5236000,"Monday",1,0.359104778154221,1,0.460361964920642,1,0.257378526226385,1.002573785,1,0.087883865,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,0,0,0,0.942014139373828,"Even","Even",-401900,0,1,1,0,0,0.729996,0.308547954266706,1,1,1,1,1
"2013-11-18 to 2013-11-25","11/21/13",159.289993,159.880005,159.169998,159.860001,4579900,"Thursday","",0,"11/22/13",159.830002,160.429993,159.479996,160.399994,4466400,"Friday",0.9752178,"11/25/13",160.809998,160.850006,160.300003,160.610001,5114400,"Monday",1,0.337791190180201,1,0.356623908444914,1,0.255613475895775,1.002556135,1,0.130927062254141,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,0,0,0,0.975217799515273,"Even","Even",-113500,0,1,1,0,0,0.599990999999989,0.325237042618294,1,1,1,1,1
"2013-12-02 to 2013-12-09","12/5/13",158.449997,158.889999,158.009995,158.119995,5823000,"Thursday","TIGHT",0,"12/6/13",159.529999,160.179993,159.130005,160.160004,6345300,"Friday",1.089696033,"12/9/13",160.289993,160.529999,160.110001,160.229996,3967700,"Monday",1,1.29016510530499,1,0.394913184948984,1,0.081161961,1.00081162,1,0.043701298,0,1,"Baseline","Upbeat",6.5,1,0,"","","","","","Dec",-0.3,0,0,0,1.08969603297269,"Even","Even",522300,1,1,1,0,1,0.649993999999992,0.79929826168606,1,0,0,0,0
"2013-12-09 to 2013-12-16","12/12/13",158.210007,158.429993,157.070007,157.470001,7078700,"Thursday","",0,"12/13/13",157.539993,157.970001,157.100006,157.649994,8886500,"Friday",1.255385876,"12/16/13",158.369995,159.369995,158.25,158.899994,7076500,"Monday",1,0.114303041123367,1,0.069824175,1,0.456708548939112,1.004567085,1,0.792895685108621,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,1.25538587593767,"Even","Even",1807800,1,0,1,0,0,0.430007999999987,-0.492330388476381,0,0,0,1,1
"2013-12-16 to 2013-12-23","12/19/13",161.479996,162.009995,161.279999,161.880005,8018300,"Thursday","",0,"12/20/13",161.619995,162.529999,161.610001,162.009995,7978200,"Friday",0.99499894,"12/23/13",162.570007,162.850006,162.330002,162.619995,4992800,"Monday",1,0.08030022,1,0.241306776429497,1,0.345665093070338,1.003456651,1,0.376519979523476,1,0,"Baseline","",0,0,1,"12/18/13","Pause","Match","","","Dec",0,0,0,0,0.994998939924922,"Even","Even",-40100,0,1,1,0,0,0.910004000000015,0,0,1,1,1,1
"2013-12-23 to 2013-12-30","12/26/13",163.600006,164.490005,163.580002,164.460007,4971600,"Thursday","",0,"12/27/13",164.759995,164.919998,164.220001,164.470001,6176900,"Friday",1.242437042,"12/30/13",164.550003,164.679993,164.399994,164.589996,4043600,"Monday",1,0.006076857,0,-0.176009959,1,0.048642305,1.000486423,1,0.072958594,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,1,0,0,1.24243704240084,"Even","Even",1205300,1,1,1,0,0,0.160002999999989,-0.0121612252367553,0,1,1,1,1
"2013-12-30 to 2014-01-06","1/2/14",164.789993,165.009995,163.839996,164.110001,9291100,"Thursday","",0,"1/3/14",164.399994,164.869995,164.039993,164.389999,6127600,"Friday",0.659512867,"1/6/14",164.990005,165.059998,163.710007,163.889999,7446800,"Monday",1,0.170616049170567,0,-0.006079684,1,0.364989356803882,1.003649894,0,-0.304154756,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,0.659512867152436,"Odd","Odd",-3163500,1,0,1,0,0,0.470000999999996,-0.375732391240915,0,0,0,0,0
"2014-01-06 to 2014-01-13","1/9/14",164.949997,164.990005,163.520004,164.190002,8212900,"Thursday","TIGHT",0,"1/10/14",164.559998,164.690002,163.520004,164.179993,7497200,"Friday",0.912856604,"1/13/14",163.899994,164.279999,162.139999,162.240005,10676100,"Monday",0,-0.006095986,0,-0.230921855,0,-0.170543922,0.998294561,0,-1.18162266,0,1,"Baseline","",0,0,0,"","","","","","Jan",-0.3,0,0,0,0.912856603635744,"Odd","Odd",-715700,1,0,0,0,0,0.130003999999985,-0.490946103068486,0,1,1,0,0
"2014-01-20 to 2014-01-27","1/23/14",162.429993,162.429993,161.070007,161.710007,9456000,"Thursday","",0,"1/24/14",160.710007,160.889999,158.479996,158.479996,14663200,"Friday",1.550676819,"1/27/14",158.710007,159.110001,157.509995,158.020004,14215300,"Monday",0,-1.997409474,0,-1.387599342,1,0.145135667469344,1.001451357,0,-0.290252405,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,1.55067681895093,"Odd","Odd",5207200,0,0,0,1,0,0.179991999999999,-2.43181504046485,0,0,0,1,1
"2014-01-27 to 2014-02-03","1/30/14",158.300003,158.770004,157.369995,158.169998,7864700,"Thursday","",0,"1/31/14",156.229996,157.699997,155.850006,156.75,10693100,"Friday",1.359632281,"2/3/14",156.570007,156.759995,153.25,153.529999,18172800,"Monday",0,-0.897766971,1,0.332845172702943,0,-0.11482807,0.998851719,0,-2.054227113,0,0,"Baseline","Baseline",0.200000000000003,1,1,"1/29/14","Pause","Match","","","Jan",0,1,0,0,1.35963228095159,"Odd","Odd",2828400,0,0,0,0,0,1.470001,-1.2722831448691,0,1,1,1,1
"2014-02-03 to 2014-02-10","2/6/14",154.699997,156.149994,154.699997,156.139999,10426200,"Thursday","BASELINE",0,"2/7/14",156.559998,157.800003,156.050003,157.779999,11528500,"Friday",1.105724041,"2/10/14",157.759995,157.820007,157.130005,157.75,4790700,"Monday",1,1.05033944569195,1,0.779254608830537,0,-0.012678413,0.999873216,0,-0.019013183,0,1,"Baseline","",0,0,0,"","","","","","Feb",-0.1,0,0,0,1.10572404135735,"Even","Even",1102300,1,1,1,0,0,1.240005,1.04387131772801,1,0,1,0,0
"2014-02-17 to 2014-02-24","2/20/14",160.559998,161.720001,160.100006,161.309998,7035600,"Thursday","",0,"2/21/14",161.080002,161.619995,160.619995,160.809998,5268200,"Friday",0.748791859,"2/24/14",161.020004,162.690002,160.970001,161.660004,6704400,"Monday",0,-0.309962188,0,-0.167621056,1,0.130592626460945,1.001305926,1,0.528577831336071,0,0,"Baseline","",0,0,0,"","","","","","Feb",0,0,0,0,0.748791858547956,"Even","Even",-1767400,0,0,1,0,0,0.539992999999981,-0.562702816208855,0,1,1,1,1
"2014-02-24 to 2014-03-03","2/27/14",161.639999,162.559998,161.369995,162.550003,5292500,"Thursday","",0,"2/28/14",162.559998,163.770004,162.009995,163.020004,10010400,"Friday",1.891431271,"3/3/14",161.589996,162.190002,160.490005,161.490005,9144400,"Monday",1,0.289142412381251,1,0.282976135371257,0,-0.877197868,0.991228021,0,-0.938534513,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","","Feb",0,1,0,0,1.89143127066604,"Even","Even",4717900,1,1,1,0,0,1.21000599999999,0.282976135371257,1,1,1,1,1
"2014-03-03 to 2014-03-10","3/6/14",163.820007,164.309998,163.759995,164.089996,4651800,"Thursday","BASELINE",0,"3/7/14",164.759995,164.889999,163.809998,164.339996,7381900,"Friday",1.586891096,"3/10/14",164.050003,164.160004,163.179993,163.990005,3995400,"Monday",1,0.152355418425386,0,-0.254915643,0,-0.176459174,0.998235408,0,-0.212967633,0,1,"Baseline","",0,0,0,"","","","","","Mar",0.1,0,0,0,1.58689109591986,"Odd","Odd",2730100,1,1,1,0,0,0.130003999999985,0.0182569535421735,1,0,0,0,0
"2014-03-10 to 2014-03-17","3/13/14",163.740005,164.029999,160.779999,161.050003,9500500,"Thursday","",0,"3/14/14",160.729996,161.600006,160.380005,160.649994,8603100,"Friday",0.905541814,"3/17/14",161.399994,162.669998,161.330002,162.369995,6641400,"Monday",0,-0.248375655,0,-0.049774157,1,0.466853425466048,1.004668534,1,1.07065114487337,0,0,"Baseline","Baseline",-2.1,1,0,"","","","","","Mar",0,0,0,0,0.905541813588759,"Odd","Odd",-897400,0,0,0,0,0,0.870010000000008,-2.06060173176006,0,1,0,1,1
"2014-03-17 to 2014-03-24","3/20/14",161.850006,163.470001,161.479996,163.300003,6616200,"Thursday","",0,"3/21/14",163.470001,164.199997,162.529999,162.630005,7629500,"Friday",1.153154379,"3/24/14",163.130005,163.460007,161.779999,162.440002,6336000,"Monday",0,-0.410286582,0,-0.513853303,1,0.307446341159493,1.003074463,0,-0.116831454,1,0,"Baseline","",0,0,1,"3/19/14","Pause","Match","","","Mar",0,0,0,0,1.15315437864635,"Odd","Odd",1013300,1,1,1,0,0,0.729996,-0.51385330327366,0,1,1,1,1
"2014-03-24 to 2014-03-31","3/27/14",162.25,162.679993,161.539993,162.279999,7713700,"Thursday","",0,"3/28/14",162.610001,163.820007,162.320007,162.850006,4536000,"Friday",0.588044648,"3/31/14",163.720001,164.460007,163.639999,164.240005,6368400,"Monday",1,0.351249077836144,1,0.147595473,1,0.534230867636559,1.005342309,1,0.853545562657203,0,0,"Baseline","Baseline",-0.5,1,0,"","","","","","Mar",0,1,0,0,0.588044647834373,"Odd","Odd",-3177700,1,1,1,0,0,1.21000599999999,0.104507626822932,1,1,0,0,0
"2014-03-31 to 2014-04-07","4/3/14",165.720001,165.75,164.960007,165.339996,4452600,"Thursday","BASELINE",0,"4/4/14",166.009995,166.059998,163.580002,163.880005,10559700,"Friday",2.37158065,"4/7/14",163.580002,163.929993,162.119995,162.160004,8624100,"Monday",0,-0.883023488,0,-1.283049253,0,-0.183062601,0.998169374,0,-1.049549028,0,1,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,2.37158064950815,"Even","Even",6107100,1,1,0,0,0,0.0500030000000038,-1.12820211161387,0,1,1,1,1
"2014-04-07 to 2014-04-14","4/10/14",164.119995,164.309998,161.270004,161.470001,9981500,"Thursday","",0,"4/11/14",160.669998,161.320007,159.880005,160.020004,11067500,"Friday",1.108801282,"4/14/14",161.080002,161.619995,160.270004,161.449997,6270600,"Monday",0,-0.897997765,0,-0.404552193,1,0.662415931448175,1.006624159,1,0.893633898421847,0,0,"Baseline","Baseline",1.59999999999999,1,0,"","","","","","Apr",0,0,0,0,1.10880128237239,"Even","Even",1086000,0,0,0,0,0,0.650009000000011,-2.61091476612397,0,1,1,1,1
"2014-04-21 to 2014-04-28","4/24/14",165.009995,165.110001,164.190002,164.690002,4028700,"Thursday","",0,"4/25/14",164.080002,164.190002,163,163.350006,5102700,"Friday",1.266587237,"4/28/14",164.130005,164.690002,162.779999,164.169998,7236900,"Monday",0,-0.813647449,0,-0.444902481,1,0.477501665962598,1.004775017,1,0.50198467700086,0,0,"Baseline","Baseline",1.09999999999999,1,0,"","","","","","Apr",0,1,0,0,1.26658723657756,"Even","Even",1074000,0,0,0,0,0,0.109999999999985,-1.0659529945736,0,1,1,1,1
