PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial
7/22/13 to 7/29/13,7/25/13,168.220001,169.080002,167.940002,168.929993,111088600,Thursday,7/26/13,168.220001,169.160004,167.520004,169.110001,107814600,Friday,0.970528029,7/29/13,168.679993,169.059998,168.110001,168.589996,79695000,Monday,1,0.1065577502273471,1,0.5290690730646321,0,-0.254277096,0.997457229,0,-0.30749512,0,0,Baseline,Baseline,1.0999999999999943,1,0,,,,
7/29/13 to 8/5/13,8/1/13,169.990005,170.809998,169.899994,170.660004,110438400,Thursday,8/2/13,170.279999,170.970001,170.050003,170.949997,91116700,Friday,0.825045455,8/5/13,170.570007,170.960007,170.350006,170.699997,54072700,Monday,1,0.1699244071270558,1,0.3934684072907426,0,-0.222281373,0.997777186,0,-0.146241594,0,1,Baseline,,,0,1,7/31/13,Pause,Match,
8/5/13 to 8/12/13,8/8/13,169.979996,170.179993,168.929993,169.800003,102181300,Thursday,8/9/13,169.580002,170.100006,168.720001,169.309998,91757700,Friday,0.897989162,8/12/13,168.460007,169.309998,168.380005,169.110001,68593300,Monday,0,-0.288577733,0,-0.159219246,0,-0.502032373,0.994979676,0,-0.118124743,0,0,Baseline,,,0,0,,,,
8/12/13 to 8/19/13,8/15/13,167.410004,167.429993,166.089996,166.380005,152931800,Thursday,8/16/13,166.059998,166.630005,165.5,165.830002,130868200,Friday,0.855729155,8/19/13,165.639999,166.210007,164.759995,164.770004,96437600,Monday,0,-0.330570371,0,-0.138501748,0,-0.114576975,0.99885423,0,-0.639207615,0,0,Baseline,Shock,-5.5,1,0,,,,
8/19/13 to 8/26/13,8/22/13,164.899994,166.300003,164.889999,166.059998,101471400,Thursday,8/23/13,166.550003,166.830002,165.770004,166.619995,90888900,Friday,0.89570953,8/26/13,166.789993,167.300003,165.889999,166,89702100,Monday,1,0.3372257056151364,1,0.042024616,1,0.1020273707246366,1.001020274,0,-0.372101199,0,0,Baseline,,,0,0,,,,
9/2/13 to 9/9/13,9/5/13,165.850006,166.399994,165.729996,165.960007,63090500,Thursday,9/6/13,166.509995,166.979996,164.479996,166.039993,159756500,Friday,2.532179964,9/9/13,166.449997,167.729996,166.449997,167.630005,87559300,Monday,1,0.048195949,0,-0.282266539,1,0.2469308704439577,1.002469309,1,0.9576078457194356,0,1,Baseline,,,0,0,,,,
9/9/13 to 9/16/13,9/12/13,169.339996,169.559998,168.720001,168.949997,83209000,Thursday,9/13/13,169.130005,169.460007,168.740005,169.330002,72727800,Friday,0.874037664,9/16/13,171.160004,171.240005,170.039993,170.309998,106299200,Monday,1,0.2249215784241838,1,0.1182504547315517,1,1.0807311039894625,1.010807311,1,0.5787491811403864,0,0,Baseline,Shock,-5.2,1,0,,,,
9/16/13 to 9/23/13,9/19/13,173.520004,173.600006,172.589996,172.759995,146616900,Thursday,9/20/13,172.330002,172.330002,170.580002,170.720001,132867100,Friday,0.906219542,9/23/13,170.490005,170.649994,169.389999,169.929993,104616500,Monday,0,-1.180825457,0,-0.934254617,0,-0.13472118,0.998652788,0,-0.4627507,1,0,Baseline,,,0,1,9/18/13,Pause,Match,
9/23/13 to 9/30/13,9/26/13,169.320007,170.169998,169.050003,169.690002,77146900,Thursday,9/27/13,168.839996,169.139999,168.470001,168.910004,99141800,Friday,1.285104133,9/30/13,167.479996,168.539993,167.149994,168.009995,143937000,Monday,0,-0.459660552,1,0.041464109,0,-0.846609417,0.991533906,0,-0.532833449,0,0,Baseline,Baseline,-0.5,1,0,,,,
9/30/13 to 10/7/13,10/3/13,168.789993,168.940002,166.839996,167.619995,176698000,Thursday,10/4/13,167.75,169.059998,167.529999,168.889999,96878000,Friday,0.548268798,10/7/13,167.419998,168.449997,167.25,167.429993,96295000,Monday,1,0.7576685585750078,1,0.6795821162444047,0,-0.870389608,0.991296104,0,-0.864471555,0,0,Baseline,,,0,0,,,,
10/7/13 to 10/14/13,10/10/13,167.289993,169.259995,167.229996,169.169998,195955000,Thursday,10/11/13,168.910004,170.320007,168.770004,170.259995,105040000,Friday,0.536041438,10/14/13,169.210007,171.080002,169.080002,170.940002,112106000,Monday,1,0.6443205136173206,1,0.7992368527799082,0,-0.616696835,0.993833032,1,0.3993932925934769,0,0,Baseline,Baseline,-0.8,1,0,,,,
10/14/13 to 10/21/13,10/17/13,171.369995,173.320007,171.339996,173.220001,129389000,Thursday,10/18/13,173.860001,174.509995,173.509995,174.389999,138316000,Friday,1.0689935,10/21/13,174.449997,174.75,174.009995,174.399994,104104000,Monday,1,0.6754404764147257,1,0.3048418250037729,1,0.034404496,1.000344045,1,0.005731407,0,0,Baseline,,,0,0,,,,
10/21/13 to 10/28/13,10/24/13,174.919998,175.369995,174.509995,175.149994,70350000,Thursday,10/25/13,175.509995,176,175.169998,175.949997,93625000,Friday,1.330845771,10/28/13,175.889999,176.470001,175.699997,176.229996,84979000,Monday,1,0.4567530844448695,1,0.2506991126060898,0,-0.034099461,0.999659005,1,0.1591355525854335,0,0,Baseline,Baseline,-1.8,1,0,,,,
10/28/13 to 11/4/13,10/31/13,176.149994,176.889999,175.529999,175.789993,133795000,Thursday,11/1/13,176.020004,176.610001,175.220001,176.210007,142805000,Friday,1.067341829,11/4/13,176.690002,176.899994,175.979996,176.830002,85677000,Monday,1,0.2389294139171964,1,0.1079439811852237,1,0.2723993989739767,1.002723994,1,0.3518500512856896,0,0,Baseline,,,0,1,10/30/13,Pause,Match,
11/4/13 to 11/11/13,11/7/13,177.5,177.639999,174.759995,174.929993,157000000,Thursday,11/8/13,174.869995,177.309998,174.850006,177.289993,136713000,Friday,0.870783439,11/11/13,177.119995,177.529999,176.910004,177.320007,62614000,Monday,1,1.349111126986676,1,1.383884067704137,0,-0.095886969,0.99904113,1,0.016929326,0,1,Baseline,Baseline,-2.5,1,0,,,,
11/11/13 to 11/18/13,11/14/13,178.539993,179.419998,178.25,179.270004,103435000,Thursday,11/15/13,179.559998,180.119995,179.330002,180.050003,102818000,Friday,0.994034901,11/18/13,180.350006,180.5,179.020004,179.419998,104796000,Monday,1,0.4350973295008146,1,0.2728920725427923,1,0.1666220466544528,1.00166622,0,-0.349905576,0,0,Baseline,,,0,0,,,,
11/18/13 to 11/25/13,11/21/13,178.970001,180.050003,178.860001,179.910004,92841000,Thursday,11/22/13,179.979996,180.830002,179.770004,180.809998,81296000,Friday,0.875647613,11/25/13,181.130005,181.169998,180.369995,180.630005,79486000,Monday,1,0.5002467789395529,1,0.4611634728561765,1,0.1769852350753324,1.001769852,0,-0.099548146,0,0,Baseline,,,0,0,,,,
12/2/13 to 12/9/13,12/5/13,179.410004,179.740005,178.770004,178.940002,106934000,Thursday,12/6/13,180.669998,181.110001,180.149994,180.940002,127728000,Friday,1.194456394,12/9/13,181.470001,181.669998,181.160004,181.399994,70124000,Monday,1,1.1176930689874476,1,0.1494459528360653,1,0.2929142224724876,1.002929142,1,0.2542234966925665,0,1,Baseline,Upbeat,6.5,1,0,,,,
12/9/13 to 12/16/13,12/12/13,178.639999,178.860001,177.759995,178.130005,115565000,Thursday,12/13/13,178.5,178.660004,177.770004,178.110001,107808000,Friday,0.932877601,12/16/13,178.949997,179.809998,178.899994,179.220001,96195000,Monday,0,-0.01123,0,-0.218486835,1,0.4716164141731632,1.004716164,1,0.6232103721115498,0,0,Baseline,,,0,0,,,,
12/16/13 to 12/23/13,12/19/13,181.179993,181.699997,180.710007,181.490005,136531200,Thursday,12/20/13,180.690002,181.990005,180.570007,181.559998,197087000,Friday,1.443530856,12/23/13,182.449997,182.639999,182.070007,182.529999,85598000,Monday,1,0.03856576,1,0.4814854116831625,1,0.4901955330490744,1.004901955,1,0.5342592039464532,1,0,Baseline,,,0,1,12/18/13,Pause,Match,
12/23/13 to 12/30/13,12/26/13,183.339996,183.960007,183.320007,183.860001,63365000,Thursday,12/27/13,184.100006,184.179993,183.660004,183.850006,61814000,Friday,0.975522765,12/30/13,183.869995,184.020004,183.580002,183.820007,56857000,Monday,0,-0.005436201,0,-0.135795759,1,0.01087245,1.000108725,0,-0.016317106,0,0,Baseline,,,0,0,,,,
12/30/13 to 1/6/14,1/2/14,183.979996,184.070007,182.479996,182.919998,119636900,Thursday,1/3/14,183.229996,183.600006,182.630005,182.889999,81390600,Friday,0.680313515,1/6/14,183.490005,183.559998,182.080002,182.360001,108028200,Monday,0,-0.016400066,0,-0.1855575,1,0.3280693330858444,1.003280693,0,-0.289790586,0,0,Baseline,,,0,0,,,,
1/6/14 to 1/13/14,1/9/14,184.110001,184.130005,182.800003,183.639999,90683400,Thursday,1/10/14,183.949997,184.220001,183.009995,184.139999,102026400,Friday,1.125083532,1/13/14,183.669998,184.179993,181.339996,181.690002,149892000,Monday,1,0.2722718376839024,1,0.1032900261476996,0,-0.255241122,0.997447589,0,-1.330507773,0,1,Baseline,,,0,0,,,,
1/20/14 to 1/27/14,1/23/14,183.369995,183.399994,181.820007,182.789993,132496900,Thursday,1/24/14,181.600006,181.660004,178.830002,178.889999,208677100,Friday,1.574958358,1/27/14,179.059998,179.520004,177.119995,178.009995,180843100,Monday,0,-2.133592729,0,-1.492294554,1,0.095029907,1.000950299,0,-0.491924649,0,0,Baseline,,,0,0,,,,
1/27/14 to 2/3/14,1/30/14,178.830002,179.809998,178.259995,179.229996,118938100,Thursday,1/31/14,177.009995,179.289993,176.919998,178.179993,194677900,Friday,1.636800151,2/3/14,177.970001,178.369995,173.830002,174.169998,254837100,Monday,0,-0.585841111,1,0.660978494,0,-0.11785386,0.998821461,0,-2.250530451,0,0,Baseline,Baseline,0.2000000000000028,1,1,1/29/14,Pause,Match,
2/3/14 to 2/10/14,2/6/14,175.580002,177.479996,175.220001,177.479996,132877600,Thursday,2/7/14,178.309998,179.869995,177.729996,179.679993,170787200,Friday,1.285297146,2/10/14,179.699997,180.070007,179.210007,180.009995,92218800,Monday,1,1.2395746278921462,1,0.7683220320601365,1,0.011133126,1.000111331,1,0.1836609599600816,0,1,Baseline,,,0,0,,,,
2/17/14 to 2/24/14,2/20/14,183.270004,184.520004,182.600006,184.100006,104998100,Thursday,2/21/14,184.449997,184.889999,183.800003,183.889999,118116400,Friday,1.124938451,2/24/14,184.279999,186.149994,184.199997,184.910004,114063900,Monday,0,-0.11407224,0,-0.303604234,1,0.2120833118281842,1.002120833,1,0.55468215,0,0,Baseline,,,0,0,,,,
2/24/14 to 3/3/14,2/27/14,184.580002,185.869995,184.369995,185.820007,93880800,Thursday,2/28/14,185.789993,187.149994,185.050003,186.289993,150842000,Friday,1.60673961,3/3/14,184.649994,185.449997,183.75,184.979996,167748500,Monday,1,0.2529254021608156,1,0.2691210607882417,0,-0.880347341,0.991196527,0,-0.703203097,0,0,Baseline,Baseline,0.2999999999999971,1,0,,,,
3/3/14 to 3/10/14,3/6/14,188.210007,188.610001,187.779999,188.179993,82516500,Thursday,3/7/14,188.960007,188.960007,187.429993,188.259995,114513500,Friday,1.387764871,3/10/14,187.970001,188.229996,187.080002,188.160004,74939200,Monday,1,0.042513552,0,-0.370455109,0,-0.154039099,0.998459609,0,-0.053113249,0,1,Baseline,,,0,0,,,,
3/10/14 to 3/17/14,3/13/14,187.839996,187.990005,184.660004,185.179993,155014300,Thursday,3/14/14,184.850006,185.800003,184.440002,184.660004,153919600,Friday,0.992938071,3/17/14,185.589996,186.770004,185.509995,186.330002,98359500,Monday,0,-0.280801933,0,-0.102787121,1,0.5036239466343925,1.005036239,1,0.904363676,0,0,Baseline,Baseline,-2.1,1,0,,,,
3/17/14 to 3/24/14,3/20/14,186.25,187.889999,185.919998,187.75,117241000,Thursday,3/21/14,187.710007,189.020004,186.029999,186.199997,163128000,Friday,1.391390384,3/24/14,186.839996,187.070007,184.619995,185.429993,121411000,Monday,0,-0.82556751,0,-0.804437666,1,0.3437159024229293,1.003437159,0,-0.413535989,1,0,Baseline,,,0,1,3/19/14,Pause,Match,
3/24/14 to 3/31/14,3/27/14,184.75,185.339996,183.899994,184.580002,142383000,Thursday,3/28/14,185.110001,186.419998,185,185.490005,101642000,Friday,0.713863312,3/31/14,186.669998,187.300003,185.520004,187.009995,99745000,Monday,1,0.4930127804419403,1,0.2052855048064017,1,0.6361491014030627,1.006361491,1,0.81944577,0,0,Baseline,Baseline,-0.5,1,0,,,,
3/31/14 to 4/7/14,4/3/14,189.169998,189.220001,188.050003,188.630005,77435000,Thursday,4/4/14,189.660004,189.699997,186.100006,186.399994,169381000,Friday,2.18739588,4/7/14,185.949997,186.259995,183.960007,184.339996,140803000,Monday,0,-1.182214357,0,-1.718870574,0,-0.241414707,0.997585853,0,-1.105149177,0,1,Baseline,,,0,0,,,,
4/7/14 to 4/14/14,4/10/14,187.080002,187.169998,182.929993,183.160004,172959000,Thursday,4/11/14,182.139999,183.419998,181.309998,181.509995,167251000,Friday,0.966997959,4/14/14,182.929993,183.369995,181.440002,182.940002,132382000,Monday,0,-0.900856608,0,-0.345889977,1,0.7823249623250733,1.00782325,1,0.7878392592099345,0,0,Baseline,Baseline,1.5999999999999943,1,0,,,,
4/21/14 to 4/28/14,4/24/14,188.369995,188.389999,186.929993,187.830002,88170000,Thursday,4/25/14,187.220001,187.330002,185.869995,186.289993,100380000,Friday,1.138482477,4/28/14,187.050003,187.690002,184.960007,186.880005,135121000,Monday,0,-0.819895109,0,-0.496746071,1,0.4079714577046519,1.004079715,1,0.3167169585969127,0,0,Baseline,Baseline,1.0999999999999943,1,0,,,,
4/28/14 to 5/5/14,5/1/14,188.220001,188.839996,187.729996,188.330002,93019000,Thursday,5/2/14,188.309998,189.139999,187.779999,188.059998,98122000,Friday,1.05485976,5/5/14,187.139999,188.550003,186.619995,188.419998,75883000,Monday,0,-0.143367492,0,-0.132759812,0,-0.489205046,0.99510795,1,0.1914282696099918,0,1,Baseline,,,0,1,4/30/14,Pause,Match,
5/5/14 to 5/12/14,5/8/14,187.710007,189.050003,187.080002,187.679993,93618000,Thursday,5/9/14,187.710007,188.039993,186.830002,187.960007,83679000,Friday,0.893834519,5/12/14,188.800003,189.880005,188,189.789993,86940000,Monday,1,0.1491975758971784,1,0.1331841620995731,1,0.4469014517540497,1.004469015,1,0.9736039220300836,0,0,Baseline,,,0,0,,,,
5/12/14 to 5/19/14,5/15/14,188.679993,188.720001,186.479996,187.399994,154956000,Thursday,5/16/14,187.509995,188.130005,186.720001,188.050003,97458000,Friday,0.628939828,5/19/14,187.690002,188.889999,187.520004,188.740005,63839000,Monday,1,0.3468564678822836,1,0.2879889149375745,0,-0.191438976,0.99808561,1,0.3669247482011434,0,0,Baseline,Baseline,-2.7,1,0,,,,
5/26/14 to 6/2/14,5/29/14,191.820007,192.399994,191.330002,192.369995,64377000,Thursday,5/30/14,192.190002,192.800003,192.029999,192.679993,76316000,Friday,1.185454432,6/2/14,192.949997,192.990005,191.970001,192.899994,64656000,Monday,1,0.1611467526419634,1,0.2549513475732226,1,0.1401307918876664,1.001401308,1,0.1141794726969895,0,0,Baseline,Baseline,-0.6,1,0,,,,
6/2/14 to 6/9/14,6/5/14,193.410004,194.649994,192.699997,194.449997,92103000,Thursday,6/6/14,194.869995,195.429993,194.779999,195.380005,78696000,Friday,0.854434709,6/9/14,195.350006,196.050003,195.169998,195.580002,65119000,Monday,1,0.4782761709170996,1,0.2617180751711019,0,-0.015354181,0.999846458,1,0.1023630846974316,0,1,Baseline,,,0,0,,,,
6/9/14 to 6/16/14,6/12/14,194.690002,194.800003,193.110001,193.539993,106350000,Thursday,6/13/14,193.919998,194.320007,193.300003,194.130005,82017000,Friday,0.771198872,6/16/14,193.889999,194.699997,193.660004,194.289993,87424000,Monday,1,0.3048527546448767,1,0.10829569,0,-0.123631584,0.998763684,1,0.082412814,0,0,Baseline,Baseline,-1.8,1,0,,,,
6/16/14 to 6/23/14,6/19/14,196.429993,196.600006,195.800003,196.479996,85929000,Thursday,6/20/14,196.029999,196.100006,195.699997,195.940002,100587000,Friday,1.17058269,6/23/14,195.990005,196.050003,195.520004,195.880005,70611000,Monday,0,-0.274834085,0,-0.04590981,1,0.025519547,1.000255195,0,-0.030620087,1,0,Baseline,,,0,1,6/18/14,Pause,Match,
6/23/14 to 6/30/14,6/26/14,195.610001,195.630005,194.130005,195.440002,84312000,Thursday,6/27/14,194.979996,195.880005,194.889999,195.820007,71445100,Friday,0.847389458,6/30/14,195.699997,196.169998,195.529999,195.720001,70201200,Monday,1,0.1944356304294406,1,0.4308190672031833,0,-0.061285873,0.999387141,0,-0.051070369,0,0,Baseline,Baseline,0.2999999999999971,1,0,,,,
7/7/14 to 7/14/14,7/10/14,195.220001,196.860001,195.059998,196.339996,99040000,Thursday,7/11/14,196.220001,196.75,195.779999,196.610001,64243000,Friday,0.648657108,7/14/14,197.610001,197.860001,197.440002,197.600006,58658000,Monday,1,0.1375191023228897,1,0.1987564967956629,1,0.5086211255347076,1.005086211,1,0.5035374573849865,0,0,Baseline,,,0,0,,,,
7/14/14 to 7/21/14,7/17/14,197.350006,198.100006,195.429993,195.710007,145398000,Thursday,7/18/14,196.350006,197.910004,196.240005,197.710007,124330000,Friday,0.855101171,7/21/14,197.089996,197.5,196.429993,197.339996,67592000,Monday,1,1.0219201514820857,1,0.6926411807698049,0,-0.313596165,0.996864038,0,-0.187148342,0,0,Baseline,Baseline,-1.7,1,0,,,,
7/21/14 to 7/28/14,7/24/14,198.830002,199.059998,198.449997,198.649994,56888000,Thursday,7/25/14,198.089996,198.259995,197.330002,197.720001,76837000,Friday,1.350671495,7/28/14,197.759995,198.089996,196.619995,197.800003,69259000,Monday,0,-0.468156571,0,-0.186781265,1,0.020227594,1.000202276,1,0.04046227,0,0,Baseline,,,0,0,,,,
7/28/14 to 8/4/14,7/31/14,195.610001,195.779999,192.970001,193.089996,183479000,Thursday,8/1/14,192.559998,193.759995,191.570007,192.5,189261000,Friday,1.031513143,8/4/14,192.869995,194.300003,192.050003,193.889999,91340000,Monday,0,-0.305554929,0,-0.031158081,1,0.1922051948051889,1.001922052,1,0.7220774025973968,0,1,Baseline,Baseline,-0.2,1,1,7/30/14,Pause,Match,
8/4/14 to 8/11/14,8/7/14,192.940002,193.130005,190.550003,191.029999,135733000,Thursday,8/8/14,191.460007,193.369995,190.949997,193.240005,117014000,Friday,0.862089543,8/11/14,193.970001,194.660004,193.710007,193.800003,74544000,Monday,1,1.156889499852844,1,0.9296970306702256,1,0.3777664981948225,1.003777665,1,0.2897940310030562,0,0,Baseline,,,0,0,,,,
8/11/14 to 8/18/14,8/14/14,195.160004,195.759995,194.979996,195.759995,57371000,Thursday,8/15/14,196.470001,196.649994,194.309998,195.720001,139951000,Friday,2.439403183,8/18/14,196.800003,197.449997,196.690002,197.360001,75424000,Monday,0,-0.020430119,0,-0.381737668,1,0.5518097253637391,1.005518097,1,0.8379317349380223,0,0,Baseline,Baseline,-3.3,1,0,,,,
8/18/14 to 8/25/14,8/21/14,199.089996,199.759995,198.929993,199.5,67791000,Thursday,8/22/14,199.339996,199.690002,198.740005,199.190002,76107000,Friday,1.122671151,8/25/14,200.139999,200.589996,199.149994,200.199997,63855000,Monday,0,-0.155387469,0,-0.075245311,1,0.4769300619817234,1.004769301,1,0.507051052,0,0,Baseline,,,0,0,,,,
9/1/14 to 9/8/14,9/4/14,200.839996,201.580002,199.660004,200.210007,85236000,Thursday,9/5/14,200.169998,201.190002,199.410004,201.110001,102177000,Friday,1.198754048,9/8/14,200.919998,201.210007,200,200.589996,64146000,Monday,1,0.4495249830344499,1,0.4696023427047337,0,-0.094477151,0.999055228,0,-0.258567449,0,1,Baseline,,,0,0,,,,
9/8/14 to 9/15/14,9/11/14,199.270004,200.330002,199.119995,200.300003,66774400,Thursday,9/12/14,200.100006,200.119995,198.559998,199.130005,117409300,Friday,1.75829809,9/15/14,199.160004,199.320007,198.380005,198.979996,76401000,Monday,0,-0.584122807,0,-0.484758106,1,0.015065033,1.00015065,0,-0.075332193,0,0,Baseline,Baseline,1.2999999999999972,1,0,,,,
9/15/14 to 9/22/14,9/18/14,201.360001,201.850006,201.100006,201.820007,94990000,Thursday,9/19/14,201.520004,201.899994,200.289993,200.699997,121649000,Friday,1.280650595,9/22/14,200.350006,200.380005,198.729996,199.149994,125553000,Monday,0,-0.554954891,0,-0.406910969,0,-0.174385155,0.998256148,0,-0.772298467,1,0,Baseline,,,0,1,9/17/14,Pause,Match,
9/22/14 to 9/29/14,9/25/14,199.039993,199.050003,196.270004,196.339996,150300000,Thursday,9/26/14,196.699997,198.389999,196.419998,197.899994,103547000,Friday,0.688935462,9/29/14,196.199997,197.889999,196.050003,197.539993,95112000,Monday,1,0.7945390810744332,1,0.6100645746324014,0,-0.859018217,0.991409818,0,-0.181910566,0,0,Baseline,Baseline,-0.1,1,0,,,,
9/29/14 to 10/6/14,10/2/14,194.179993,195.059998,192.350006,194.380005,157285000,Thursday,10/3/14,195.679993,196.940002,195.080002,196.520004,121569000,Friday,0.772921766,10/6/14,197.339996,197.600006,195.580002,196.289993,104778000,Monday,1,1.1009357675446034,1,0.4292779180547109,1,0.4172562504120514,1.004172563,0,-0.117042029,0,1,Baseline,,,0,0,,,,
10/6/14 to 10/13/14,10/9/14,196.330002,196.600006,192.580002,192.740005,210705000,Thursday,10/10/14,192.690002,193.649994,190.490005,190.539993,221909000,Friday,1.053173869,10/13/14,190.460007,191.149994,187.300003,187.410004,230939000,Monday,0,-1.141440253,0,-1.115786485,0,-0.041978589,0.999580214,0,-1.642693983,0,0,Baseline,,,0,0,,,,
10/13/14 to 10/20/14,10/16/14,183.059998,187.580002,182.889999,186.270004,270391000,Thursday,10/17/14,188.419998,189.75,187.619995,188.470001,214625000,Friday,0.793757928,10/20/14,188.130005,190.449997,188.070007,190.300003,130011000,Monday,1,1.18107959,1,0.026538054,0,-0.18039794,0.998196021,1,0.9709778693108873,0,0,Baseline,Baseline,2.300000000000012,1,0,,,,
10/20/14 to 10/27/14,10/23/14,194.619995,196.199997,194.259995,194.929993,154944000,Thursday,10/24/14,195.25,196.490005,194.490005,196.429993,117927000,Friday,0.761094331,10/27/14,195.729996,196.449997,195.029999,196.160004,82954000,Monday,1,0.7695070301469719,1,0.6043498079385383,0,-0.35635953,0.996436405,0,-0.137447951,0,0,Baseline,,,0,0,,,,
10/27/14 to 11/3/14,10/30/14,197.580002,199.949997,197.399994,199.380005,113330000,Thursday,10/31/14,201.779999,201.820007,200.770004,201.660004,146903000,Friday,1.296241066,11/3/14,201.919998,202.449997,201.309998,201.770004,93600000,Monday,1,1.1435444592350046,0,-0.059468233,1,0.1289269041172914,1.001289269,1,0.054547257,0,0,Baseline,Baseline,0.5,1,1,10/29/14,Pause,Match,
11/3/14 to 11/10/14,11/6/14,202.389999,203.259995,201.639999,203.149994,107089000,Thursday,11/7/14,203.169998,203.600006,202.610001,203.339996,89540000,Friday,0.83612696,11/10/14,203.380005,204.039993,203.130005,203.979996,66319000,Monday,1,0.093527938,1,0.083672787,1,0.019675913,1.000196759,1,0.3147437850839666,0,1,Baseline,,,0,0,,,,
11/10/14 to 11/17/14,11/13/14,204.160004,204.830002,203.210007,204.190002,85357900,Thursday,11/14/14,204.100006,204.490005,203.720001,204.240005,80417500,Friday,0.94212135,11/17/14,203.850006,204.580002,203.649994,204.369995,80441000,Monday,1,0.024488466,1,0.068593335,0,-0.190951327,0.998090487,1,0.063645709,0,0,Baseline,Baseline,1.9000000000000057,1,0,,,,
11/17/14 to 11/24/14,11/20/14,204.259995,205.710007,204.179993,205.580002,72840300,Thursday,11/21/14,207.639999,207.839996,205.979996,206.679993,142327300,Friday,1.953963671,11/24/14,207.169998,207.389999,206.910004,207.259995,65880800,Monday,1,0.5350671219470017,0,-0.462341555,1,0.2370839058427858,1.002370839,1,0.2806280335029852,0,0,Baseline,,,0,0,,,,
12/1/14 to 12/8/14,12/4/14,207.539993,208.270004,206.699997,207.660004,91316600,Thursday,12/5/14,207.869995,208.470001,207.550003,208,91025500,Friday,0.99681219,12/8/14,207.520004,208.119995,205.929993,206.610001,108588200,Monday,1,0.163727243,1,0.062541494,0,-0.230767308,0.997692327,0,-0.66826875,0,1,Baseline,,,0,0,,,,
12/8/14 to 12/15/14,12/11/14,203.880005,206.190002,203.710007,204.190002,159012800,Thursday,12/12/14,202.639999,203.820007,200.850006,200.889999,202330200,Friday,1.272414548,12/15/14,201.979996,202.529999,198.779999,199.509995,189965800,Monday,0,-1.616143282,0,-0.863600478,1,0.5425840038955901,1.00542584,0,-0.686945098,0,0,Baseline,Baseline,4.099999999999994,1,0,,,,
12/15/14 to 12/22/14,12/18/14,204.740005,212.970001,203.919998,206.779999,257633900,Thursday,12/19/14,206.429993,207.330002,205.610001,206.520004,245084600,Friday,0.951290183,12/22/14,206.75,207.470001,206.460007,207.470001,148318900,Monday,0,-0.125735081,1,0.043603644,1,0.1113674198844194,1.001113674,1,0.4600024121634223,1,0,Baseline,,,0,1,12/17/14,Pause,Match,
1/5/15 to 1/12/15,1/8/15,204.009995,206.160004,203.990005,205.899994,147217800,Thursday,1/9/15,206.399994,206.419998,203.509995,204.25,158567300,Friday,1.077093259,1/12/15,204.410004,204.600006,201.919998,202.649994,144396100,Monday,0,-0.801356993,0,-1.04166379,1,0.078337332,1.000783373,0,-0.783356671,0,1,Baseline,,,0,0,,,,
1/19/15 to 1/26/15,1/22/15,203.990005,206.259995,202.330002,206.100006,174356000,Thursday,1/23/15,205.789993,206.100006,204.809998,204.970001,117516800,Friday,0.674004909,1/26/15,204.710007,205.559998,203.850006,205.449997,92009700,Monday,0,-0.548279945,0,-0.39846058,0,-0.126844904,0.998731551,1,0.2341786591492478,0,0,Baseline,,,0,0,,,,
1/26/15 to 2/2/15,1/29/15,200.380005,202.300003,198.679993,201.990005,173585400,Thursday,1/30/15,200.570007,202.169998,199.130005,199.449997,197729700,Friday,1.139091767,2/2/15,200.050003,202.029999,197.860001,201.919998,163107000,Monday,0,-1.257491924,0,-0.558413502,1,0.3008302878039189,1.003008303,1,1.2384061354485738,0,0,Baseline,Baseline,-0.1,1,1,1/28/15,Pause,Match,
2/2/15 to 2/9/15,2/5/15,204.860001,206.300003,204.770004,206.119995,97953200,Thursday,2/6/15,206.559998,207.240005,204.919998,205.550003,125672000,Friday,1.282980035,2/9/15,204.770004,205.639999,204.139999,204.630005,87219000,Monday,0,-0.276534065,0,-0.488959629,0,-0.379469223,0.996205308,0,-0.447578685,0,1,Baseline,,,0,0,,,,
