PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial
9/13/04 to 9/20/04,9/16/04,112.849998,113.370003,112.800003,113.139999,23911700,Thursday,9/17/04,112.949997,113.360001,112.690002,113.150002,33683000,Friday,1.408640958,9/20/04,112.669998,112.989998,112.279999,112.470001,37149400,Monday,1,0.008841259,1,0.1770739312193203,0,-0.424219171,0.995757808,0,-0.600973034,1,0,Baseline,,,0,0,,,,
9/20/04 to 9/27/04,9/23/04,111.599998,111.699997,110.949997,110.949997,44068700,Thursday,9/24/04,111.169998,111.730003,111.129997,111.459999,34981100,Friday,0.793785612,9/27/04,111.099998,111.199997,110.580002,110.75,39355100,Monday,1,0.459668331,1,0.2608626474923473,0,-0.322986725,0.996770133,0,-0.636998929,0,0,Baseline,,,0,0,,,,
9/27/04 to 10/4/04,9/30/04,111.550003,111.980003,111.260002,111.760002,43536700,Thursday,10/1/04,112.260002,113.650002,112.209999,113.650002,62824300,Friday,1.443019338,10/4/04,114.099998,114.440002,113.800003,113.839996,33082400,Monday,1,1.6911238065296388,1,1.2381970205202744,1,0.3959489591561984,1.00395949,1,0.167174656,0,0,Baseline,Baseline,-1.8,1,0,,,,
10/4/04 to 10/11/04,10/7/04,114.379997,114.400002,113.360001,113.449997,39388800,Thursday,10/8/04,113.150002,113.769997,112.349998,112.510002,51872600,Friday,1.31693781,10/11/04,112.779999,113.019997,112.639999,112.970001,20229100,Monday,0,-0.828554451,0,-0.565620847,1,0.2399759978672861,1.00239976,1,0.4088516503626018,0,0,Baseline,,,0,0,,,,
10/11/04 to 10/18/04,10/14/04,111.68,111.93,110.580002,110.639999,64082200,Thursday,10/15/04,111.019997,111.739998,110.57,111.260002,63482200,Friday,0.990637026,10/18/04,110.889999,111.900002,110.699997,111.68,43535100,Monday,1,0.5603787107771006,1,0.2161817748923164,0,-0.332557068,0.996674429,1,0.3774923534515186,0,0,Baseline,,,0,0,,,,
10/18/04 to 10/25/04,10/21/04,110.790001,111.32,110.209999,111.239998,53218300,Thursday,10/22/04,111.190002,111.25,109.860001,109.989998,48752400,Friday,0.916083377,10/25/04,109.75,110.120003,109.349998,109.860001,43990900,Monday,0,-1.123696532,0,-1.079237322,0,-0.21819984,0.997818002,0,-0.118189838,0,0,Baseline,,,0,0,,,,
10/25/04 to 11/1/04,10/28/04,112.779999,113.559998,112.489998,113.220001,54413300,Thursday,10/29/04,113.120003,113.639999,112.900002,113.199997,48820200,Friday,0.897210792,11/1/04,113.559998,113.839996,113.199997,113.510002,36720900,Monday,0,-0.017668256,1,0.070716052,1,0.3180220932337983,1.003180221,1,0.2738560143248094,0,0,Baseline,,,0,0,,,,
11/1/04 to 11/8/04,11/4/04,114.779999,116.669998,114.68,116.550003,55350300,Thursday,11/5/04,117.050003,117.639999,116.489998,117.279999,63287200,Friday,1.143393983,11/8/04,116.980003,117.230003,116.720001,117.110001,33863800,Monday,1,0.6263371782152591,1,0.1964938010296333,0,-0.255794682,0.997442053,0,-0.144950547,0,0,Shock,,,0,0,,,,
11/8/04 to 11/15/04,11/11/04,117.18,118.120003,117.099998,117.860001,37863200,Thursday,11/12/04,117.970001,119,117.68,118.790001,55583700,Friday,1.468013797,11/15/04,118.5,118.769997,118.230003,118.730003,35297900,Monday,1,0.7890717733830723,1,0.6950919666432888,0,-0.244129133,0.997558709,0,-0.050507618,0,0,Baseline,,,0,1,11/10/04,Hike,Match,
11/15/04 to 11/22/04,11/18/04,118.529999,118.800003,118.230003,118.739998,31854300,Thursday,11/19/04,118.699997,118.720001,117.139999,117.419998,54276500,Friday,1.703898689,11/22/04,117.169998,118.120003,117.029999,117.980003,37560200,Monday,0,-1.111672581,0,-1.078347963,0,-0.212910922,0.997870891,1,0.4769247228227594,0,0,Baseline,,,0,0,,,,
11/29/04 to 12/6/04,12/2/04,119.099998,119.870003,119.010002,119.330002,60163500,Thursday,12/3/04,119.309998,120.139999,119.089996,119.25,49067900,Friday,0.815575889,12/6/04,119.209999,119.639999,118.839996,119.209999,33030500,Monday,0,-0.067042654,0,-0.050287487,0,-0.033543816,0.999664562,0,-0.033543816,0,0,Baseline,,,0,0,,,,
12/6/04 to 12/13/04,12/9/04,118.139999,119.459999,117.730003,119.209999,60922800,Thursday,12/10/04,118.919998,119.559998,118.849998,119.330002,47828600,Friday,0.785068973,12/13/04,119.760002,120.400002,119.349998,120.370003,38541000,Monday,1,0.1006652134943789,1,0.3447729624078756,1,0.3603452550013423,1.003603453,1,0.8715335477828986,0,0,Baseline,,,0,0,,,,
12/13/04 to 12/20/04,12/16/04,120.720001,121.239998,120.040001,120.809998,51641800,Thursday,12/17/04,119.459999,119.970001,119.160004,119.440002,70761900,Friday,1.370244647,12/20/04,119.75,120.290001,119.169998,119.470001,47187400,Monday,0,-1.134008793,0,-0.016739495,1,0.259542862,1.002595429,1,0.025116376,1,0,Baseline,,,0,0,,,,
12/27/04 to 1/3/05,12/30/04,121.400002,121.57,121.040001,121.129997,21076900,Thursday,12/31/04,121.300003,121.660004,120.800003,120.870003,28648800,Friday,1.359251123,1/3/05,121.559998,121.760002,119.900002,120.300003,55748000,Monday,0,-0.214640474,0,-0.354492984,1,0.5708571050502879,1.005708571,0,-0.471581026,0,0,Baseline,,,0,0,,,,
1/3/05 to 1/10/05,1/6/05,118.440002,119.150002,118.260002,118.610001,47814700,Thursday,1/7/05,118.970001,119.230003,118.129997,118.440002,55847700,Friday,1.168002727,1/10/05,118.339996,119.459999,118.339996,119,56563300,Monday,0,-0.143326025,0,-0.445489615,0,-0.084436,0.99915564,1,0.4728115421679856,0,0,Baseline,,,0,0,,,,
1/17/05 to 1/24/05,1/20/05,117.889999,118.199997,117.290001,117.5,72049300,Thursday,1/21/05,117.790001,118,116.650002,116.779999,63160400,Friday,0.876627531,1/24/05,117.089996,117.339996,116.370003,116.550003,58441900,Monday,0,-0.612766809,0,-0.857459879,1,0.2654538471095514,1.002654538,0,-0.196948109,0,0,Baseline,,,0,0,,,,
1/24/05 to 1/31/05,1/27/05,117.190002,117.75,116.980003,117.43,55878800,Thursday,1/28/05,117.489998,117.550003,116.610001,117.43,60738900,Friday,1.08697574,1/31/05,117.949997,118.25,117.709999,118.160004,52532700,Monday,0,0,0,-0.051066475,1,0.4428144426466741,1.004428144,1,0.621650345,0,0,Baseline,,,0,0,,,,
1/31/05 to 2/7/05,2/3/05,119.059998,119.160004,118.57,118.959999,48837100,Thursday,2/4/05,119,120.43,118.980003,120.230003,50024600,Friday,1.024315531,2/7/05,120.25,120.519997,119.959999,120.07,45412000,Monday,1,1.067589114556062,1,1.0336159663865516,1,0.016632288,1.000166323,0,-0.133080759,0,0,Baseline,,,0,1,2/2/05,Hike,Match,
2/7/05 to 2/14/05,2/10/05,119.660004,120.019997,119.260002,119.739998,45858600,Thursday,2/11/05,119.699997,121.040001,119.459999,120.769997,53133000,Friday,1.158626735,2/14/05,120.690002,120.860001,120.480003,120.68,32432100,Monday,1,0.8601962729279514,1,0.8939014426207608,0,-0.066237478,0.999337625,0,-0.074519336,0,0,Baseline,,,0,0,,,,
2/21/05 to 2/28/05,2/24/05,119.239998,120.32,118.980003,120.239998,68563600,Thursday,2/25/05,120.269997,121.669998,120.18,121.43,60899900,Friday,0.888224947,2/28/05,121.150002,121.300003,120.040001,120.629997,69381300,Monday,1,0.9896889718843864,1,0.964499068,0,-0.230583875,0.997694161,0,-0.658818249,0,0,Baseline,,,0,0,,,,
2/28/05 to 3/7/05,3/3/05,121.660004,121.900002,120.699997,121.220001,61230800,Thursday,3/4/05,122.050003,122.830002,121.790001,122.730003,56168500,Friday,0.917324288,3/7/05,122.660004,123.25,122.400002,122.790001,43442400,Monday,1,1.2456706711295935,1,0.5571486958504971,0,-0.057034953,0.99942965,1,0.048886172,0,0,Baseline,,,0,0,,,,
3/7/05 to 3/14/05,3/10/05,121.199997,121.5,120.400002,121.239998,65149000,Thursday,3/11/05,121.309998,121.720001,120.160004,120.389999,57976500,Friday,0.889906215,3/14/05,120.610001,121.160004,120.279999,121.139999,36336400,Monday,0,-0.701087936,0,-0.75838679,1,0.1827410929706825,1.001827411,1,0.6229753353515685,0,0,Baseline,,,0,0,,,,
3/14/05 to 3/21/05,3/17/05,119.309998,119.739998,118.980003,119.360001,62584200,Thursday,3/18/05,119.110001,119.529999,118.150002,118.540001,60232000,Friday,0.962415434,3/21/05,118.709999,118.779999,117.760002,118.099998,61244300,Monday,0,-0.686997313,0,-0.478549236,1,0.1434098182604136,1.001434098,0,-0.371185251,1,0,Baseline,,,0,0,,,,
3/28/05 to 4/4/05,3/31/05,118.190002,118.459999,117.870003,117.959999,64575400,Thursday,4/1/05,118.629997,118.989998,116.910004,117.43,95255300,Friday,1.475101974,4/4/05,117.360001,117.860001,116.739998,117.629997,71581200,Monday,0,-0.449304005,0,-1.011546009,0,-0.059609129,0.999403909,1,0.1703116750404464,0,0,Baseline,,,0,0,,,,
4/4/05 to 4/11/05,4/7/05,118.410004,119.260002,118.32,119.239998,46734600,Thursday,4/8/05,119.169998,119.209999,118,118,63772900,Friday,1.364575711,4/11/05,118.290001,118.419998,117.830002,118.089996,44945000,Monday,0,-1.03991783,0,-0.981789057,1,0.245763559,1.002457636,1,0.076267797,0,0,Baseline,,,0,0,,,,
4/11/05 to 4/18/05,4/14/05,117.400002,117.5,115.769997,115.769997,96119800,Thursday,4/15/05,115.739998,116.199997,114.099998,114.150002,128677300,Friday,1.338717933,4/18/05,114.120003,114.959999,113.959999,114.5,100035200,Monday,0,-1.399321968,0,-1.37376536,0,-0.026280332,0.999737197,1,0.3066123467961038,0,0,Baseline,,,0,0,,,,
4/18/05 to 4/25/05,4/21/05,114.790001,116.209999,114.379997,116.010002,86952200,Thursday,4/22/05,115.739998,116.5,114.269997,115.57,88845800,Friday,1.021777482,4/25/05,115.860001,116.5,115.720001,116.330002,52284100,Monday,0,-0.379279366,0,-0.146879215,1,0.2509310374664737,1.00250931,1,0.6576118369819158,0,0,Baseline,,,0,0,,,,
4/25/05 to 5/2/05,4/28/05,115.269997,115.68,114.199997,114.199997,72481500,Thursday,4/29/05,115.07,115.870003,113.970001,115.75,103993800,Friday,1.434763353,5/2/05,116.07,116.410004,115.519997,116.400002,56026400,Monday,1,1.3572706135885484,1,0.5909446423915937,1,0.2764578833693246,1.002764579,1,0.5615568034557241,0,0,Baseline,,,0,0,,,,
5/2/05 to 5/9/05,5/5/05,117.669998,118,116.739998,117.459999,96906700,Thursday,5/6/05,117.93,117.989998,117.059998,117.089996,67415400,Friday,0.695673261,5/9/05,117.209999,118.080002,117.050003,117.82,43750500,Monday,0,-0.315003408,0,-0.712290342,1,0.1024878333756173,1.001024878,1,0.6234554829090556,0,0,Upbeat,,,0,0,,,,
5/9/05 to 5/16/05,5/12/05,117.32,117.589996,115.949997,115.949997,95086800,Thursday,5/13/05,116.300003,116.620003,114.800003,115.720001,85267000,Friday,0.896728042,5/16/05,115.699997,116.839996,115.660004,116.800003,49207000,Monday,0,-0.198357918,0,-0.498711939,0,-0.017286554,0.999827134,1,0.9332889653189748,0,0,Baseline,,,0,0,,,,
5/16/05 to 5/23/05,5/19/05,119.019997,119.410004,118.699997,119.290001,61768100,Thursday,5/20/05,119.339996,119.389999,118.739998,119.120003,46345500,Friday,0.750314483,5/23/05,119.209999,120.040001,119.190002,119.779999,51047900,Monday,0,-0.142508172,0,-0.184341384,1,0.075550703,1.000755507,1,0.5540597577050151,0,0,Baseline,,,0,0,,,,
5/30/05 to 6/6/05,6/2/05,120.230003,120.839996,120.099998,120.760002,39704500,Thursday,6/3/05,120.550003,120.889999,119.730003,120.150002,60999400,Friday,1.536334672,6/6/05,119.949997,120.199997,119.550003,120.040001,36046400,Monday,0,-0.505134142,0,-0.331813347,0,-0.166462752,0.998335372,0,-0.091553057,0,0,Baseline,,,0,0,,,,
6/6/05 to 6/13/05,6/9/05,119.739998,120.580002,119.440002,120.480003,56653300,Thursday,6/10/05,120.559998,120.650002,119.599998,120.199997,36465300,Friday,0.643657121,6/13/05,119.940002,121.080002,119.809998,120.580002,49383200,Monday,0,-0.232408693,0,-0.298607337,0,-0.216302002,0.99783698,1,0.3161439346791307,0,0,Baseline,,,0,0,,,,
6/13/05 to 6/20/05,6/16/05,121.059998,121.639999,120.919998,121.400002,46564500,Thursday,6/17/05,121.540001,121.900002,121.220001,121.360001,51529400,Friday,1.106624145,6/20/05,121.080002,121.839996,120.940002,121.400002,41019400,Monday,0,-0.032949752,0,-0.14809939,0,-0.230717698,0.997692823,1,0.032960613,1,0,Baseline,,,0,0,,,,
6/20/05 to 6/27/05,6/23/05,121.32,121.599998,119.830002,119.860001,62185600,Thursday,6/24/05,119.879997,120.010002,118.839996,118.980003,58572500,Friday,0.941898124,6/27/05,118.970001,119.410004,118.75,119.150002,48183800,Monday,0,-0.734188213,0,-0.750745765,0,-0.008406455,0.999915935,1,0.1428803124168724,0,0,Baseline,,,0,0,,,,
7/4/05 to 7/11/05,7/7/05,118.290001,119.949997,118.260002,119.949997,103268800,Thursday,7/8/05,119.970001,121.32,119.720001,121.32,64491200,Friday,0.624498396,7/11/05,121.330002,122.099998,121.309998,121.940002,49688300,Monday,1,1.142145089007378,1,1.1252804774086789,1,0.008244313,1.000082443,1,0.5110468183316962,0,0,Baseline,,,0,0,,,,
7/11/05 to 7/18/05,7/14/05,122.980003,123.440002,122.489998,122.910004,63638800,Thursday,7/15/05,122.790001,123.040001,122.360001,122.839996,56075900,Friday,0.881158978,7/18/05,122.5,122.629997,122.050003,122.349998,56598400,Monday,0,-0.056958748,1,0.040715856,0,-0.27677956,0.997232204,0,-0.398891254,0,0,Baseline,,,0,0,,,,
7/18/05 to 7/25/05,7/21/05,123.550003,123.610001,122.470001,122.720001,101110900,Thursday,7/22/05,122.879997,123.559998,122.629997,123.540001,52607100,Friday,0.520291086,7/25/05,123.410004,123.949997,122.849998,123.190002,57301600,Monday,1,0.6681877390141217,1,0.5371126433214355,0,-0.105226646,0.998947734,0,-0.283308238,0,0,Baseline,,,0,0,,,,
7/25/05 to 8/1/05,7/28/05,123.959999,124.639999,123.639999,124.57,47880700,Thursday,7/29/05,124.410004,124.629997,123.5,123.739998,62358100,Friday,1.302364001,8/1/05,123.830002,124.040001,123.449997,123.650002,40418200,Monday,0,-0.66629365,0,-0.538546723,1,0.072736384,1.000727364,0,-0.072729919,0,0,Baseline,,,0,0,,,,
8/1/05 to 8/8/05,8/4/05,124.230003,124.309998,123.57,123.720001,50855600,Thursday,8/5/05,123.449997,123.980003,122.669998,122.879997,53595500,Friday,1.053876073,8/8/05,123.150002,123.410004,122.379997,122.650002,47616000,Monday,0,-0.678955701,0,-0.461725406,1,0.2197306368749322,1.002197306,0,-0.187170415,0,0,Baseline,,,0,0,,,,
8/8/05 to 8/15/05,8/11/05,123.269997,124.029999,123.010002,123.82,58570200,Thursday,8/12/05,123.57,123.690002,122.75,123.059998,54776900,Friday,0.935234983,8/15/05,123.220001,123.870003,122.830002,123.82,36208500,Monday,0,-0.613795833,0,-0.412723153,1,0.1300203174064761,1.001300203,1,0.6175865531868447,0,0,Baseline,,,0,0,,,,
8/15/05 to 8/22/05,8/18/05,122.050003,122.559998,121.839996,122.190002,53388600,Thursday,8/19/05,122.629997,122.82,122.199997,122.470001,39842100,Friday,0.746266057,8/22/05,122.580002,123.230003,121.879997,122.470001,69912000,Monday,1,0.2291504995637772,0,-0.130470524,1,0.08981873,1.000898187,0,0,0,0,Baseline,,,0,0,,,,
8/22/05 to 8/29/05,8/25/05,121.349998,121.669998,121.209999,121.589996,35631100,Thursday,8/26/05,121.480003,121.489998,120.68,120.760002,61956800,Friday,1.738840507,8/29/05,120.410004,121.779999,120.379997,121.690002,56179200,Monday,0,-0.682617014,0,-0.592690963,0,-0.289829409,0.997101706,1,0.7701225443835342,0,0,Baseline,,,0,0,,,,
9/5/05 to 9/12/05,9/8/05,123.660004,124,123.309998,123.5,39068700,Thursday,9/9/05,123.830002,124.739998,123.800003,124.599998,43093900,Friday,1.103028767,9/12/05,124.449997,124.669998,124.269997,124.349998,33017600,Monday,1,0.8906866396761128,1,0.6218169971442028,0,-0.120386037,0.99879614,0,-0.200642058,0,0,Baseline,,,0,0,,,,
9/12/05 to 9/19/05,9/15/05,123.589996,123.650002,122.900002,123.150002,73156900,Thursday,9/16/05,123.300003,123.739998,122.870003,123.5,75424100,Friday,1.030990925,9/19/05,123.470001,123.550003,122.639999,123.089996,53355300,Monday,1,0.2842046238862419,1,0.1622035645854738,0,-0.024290688,0.999757093,0,-0.331987045,1,0,Baseline,,,0,0,,,,
9/19/05 to 9/26/05,9/22/05,120.949997,121.660004,120.440002,121.339996,84597200,Thursday,9/23/05,121.239998,121.889999,120.900002,121.440002,59368100,Friday,0.701773818,9/26/05,122.019997,122.239998,121.080002,121.580002,70415400,Monday,1,0.082418002,1,0.1649653606889757,1,0.4775979829117564,1.00477598,1,0.1152832655585647,0,0,Baseline,,,0,0,,,,
9/26/05 to 10/3/05,9/29/05,121.550003,122.860001,121.080002,122.660004,66607700,Thursday,9/30/05,122.620003,123.040001,121.739998,123.040001,47824200,Friday,0.717998069,10/3/05,122.959999,123.339996,122.449997,122.599998,50994800,Monday,1,0.3097969897343253,1,0.3425199720473068,0,-0.065021131,0.999349789,0,-0.357609718,0,0,Baseline,,,0,0,,,,
10/3/05 to 10/10/05,10/6/05,119.779999,120.260002,118.169998,119.199997,140941800,Thursday,10/7/05,119.699997,120.050003,119.129997,119.610001,75661400,Friday,0.536827258,10/10/05,119.68,119.709999,118.300003,118.599998,52677000,Monday,1,0.343963096,0,-0.07518463,1,0.058522698,1.000585227,0,-0.844413504,0,0,Baseline,,,0,0,,,,
10/10/05 to 10/17/05,10/13/05,117.459999,118.080002,116.879997,117.43,99052900,Thursday,10/14/05,118.120003,118.809998,117.559998,118.669998,88651000,Friday,0.894986416,10/17/05,118.800003,119.269997,118.449997,119.110001,68109300,Monday,1,1.055946521331857,1,0.4656239299282864,1,0.1095516998323342,1.001095517,1,0.3707786360626635,0,0,Baseline,,,0,0,,,,
10/17/05 to 10/24/05,10/20/05,119.489998,119.809998,117.300003,117.669998,131966700,Thursday,10/21/05,118.290001,118.779999,117.510002,118.129997,96579500,Friday,0.731847504,10/24/05,118.440002,120.089996,118.410004,119.959999,71308400,Monday,1,0.3909229266749849,0,-0.13526418,1,0.2624269938820059,1.00262427,1,1.549142509501624,0,0,Baseline,,,0,0,,,,
10/24/05 to 10/31/05,10/27/05,119.199997,119.370003,117.93,118.099998,66623100,Thursday,10/28/05,118.43,119.949997,118.099998,119.800003,72322000,Friday,1.0855394,10/31/05,120.290001,121.300003,120.129997,120.129997,77698900,Monday,1,1.4394623444447514,1,1.156804019251876,1,0.409013345,1.004090133,1,0.2754540832524013,0,0,Baseline,,,0,0,,,,
10/31/05 to 11/7/05,11/3/05,122.150002,122.660004,121.75,122.269997,84897600,Thursday,11/4/05,122.400002,122.459999,121.550003,122.110001,59156000,Friday,0.696792371,11/7/05,122.370003,122.620003,121.849998,122.230003,46765400,Monday,0,-0.130854669,0,-0.236928918,1,0.2129244106713258,1.002129244,1,0.098273687,0,0,Baseline,,,0,0,,,,
11/7/05 to 11/14/05,11/10/05,122.339996,123.519997,121.75,123.339996,79048100,Thursday,11/11/05,123.349998,123.839996,122.43,123.760002,34867000,Friday,0.441085871,11/14/05,123.790001,124.019997,123.379997,123.690002,45092200,Monday,1,0.3405270095841423,1,0.3323907633950677,1,0.024239657,1.000242397,0,-0.056561085,0,0,Baseline,,,0,0,,,,
11/14/05 to 11/21/05,11/17/05,123.68,124.650002,123.139999,124.639999,55717500,Thursday,11/18/05,125.059998,125.279999,124.330002,125.129997,72437200,Friday,1.300079867,11/21/05,125.150002,125.910004,124.980003,125.760002,50021200,Monday,1,0.3931306193287116,1,0.055972334,1,0.015987374,1.000159874,1,0.5034803924753526,0,0,Baseline,,,0,0,,,,
11/28/05 to 12/5/05,12/1/05,126.019997,127.029999,125.980003,126.690002,65468200,Thursday,12/2/05,126.769997,127.080002,126.5,126.849998,46699400,Friday,0.71331425,12/5/05,126.699997,126.730003,126.18,126.580002,59273400,Monday,1,0.1262893657543651,1,0.063107204,0,-0.118250692,0.998817493,0,-0.212846673,0,0,Upbeat,,,0,0,,,,
12/5/05 to 12/12/05,12/8/05,126.220001,126.82,125.480003,126,62608600,Thursday,12/9/05,126.160004,126.779999,125.82,126.330002,50744500,Friday,0.810503669,12/12/05,126.709999,126.860001,125.959999,126.449997,48389900,Monday,1,0.2619063492063438,1,0.1347479348526277,1,0.3007971138954015,1.003007971,1,0.094985354,0,0,Baseline,,,0,0,,,,
12/12/05 to 12/19/05,12/15/05,127.839996,128,127.18,127.440002,55900300,Thursday,12/16/05,127.279999,127.360001,126.360001,126.360001,46238300,Friday,0.827156563,12/19/05,126.730003,126.870003,125.690002,125.709999,48733000,Monday,0,-0.847458399,0,-0.722814273,1,0.292815762,1.002928158,0,-0.514404871,1,0,Baseline,,,0,0,,,,
1/2/06 to 1/9/06,1/5/06,127.150002,127.589996,126.879997,127.379997,47307500,Thursday,1/6/06,128.020004,128.580002,127.360001,128.440002,62885900,Friday,1.329300851,1/9/06,128.419998,129.059998,128.380005,128.770004,43527400,Monday,1,0.8321596992972058,1,0.3280721659718059,0,-0.015574587,0.999844254,1,0.2569308586588215,0,0,Baseline,,,0,0,,,,
1/16/06 to 1/23/06,1/19/06,128.130005,128.770004,127.809998,128.309998,81530400,Thursday,1/20/06,128.279999,128.309998,125.970001,125.970001,114957800,Friday,1.409999215,1/23/06,126.209999,126.82,126.129997,126.419998,67017400,Monday,0,-1.823705897,0,-1.800746818,1,0.1905199635586253,1.0019052,1,0.3572255270522784,0,0,Baseline,,,0,0,,,,
1/23/06 to 1/30/06,1/26/06,127.25,127.669998,126.760002,127.360001,71294000,Thursday,1/27/06,127.660004,128.660004,127.449997,128.539993,65771200,Friday,0.922534856,1/30/06,128.440002,128.809998,128.350006,128.440002,33709600,Monday,1,0.9265012490067528,1,0.6893223973265808,0,-0.077789797,0.999222102,0,-0.077789797,0,0,Baseline,,,0,0,,,,
